"","kME_MM.turquoise","kME_MM.yellow","kME_MM.brown","kME_MM.blue","kME_MM.green","kME_MM.grey"
"Gene.26",-0.654288670474281,-0.699322665730853,0.341251407675816,0.835611255068319,0.76611999291789,-0.70388157358133
"Gene.27",-0.386243751926404,-0.691072611971366,0.648042364169145,0.9463561457109,0.690104668124269,-0.845479356691979
"Gene.28",-0.454741229003316,-0.74792073491604,0.586100348604265,0.948345036261575,0.695084240257056,-0.834866110512393
"Gene.29",-0.397466545255031,-0.56459320320826,0.541466748304206,0.860660817907997,0.939304007786863,-0.600708401072347
"Gene.30",-0.515996697618428,-0.66877779193832,0.45174307987722,0.871235466949139,0.923428298908704,-0.593597961834553
"Gene.31",-0.488497246726143,-0.74103873612932,0.55998548242984,0.943738502921147,0.685236566541145,-0.848693298668364
"Gene.32",-0.222833973802756,-0.485521074714209,0.705242187053521,0.859075338839998,0.661824328834047,-0.811397606556929
"Gene.33",-0.52140335777188,-0.589979400942409,0.367984538583627,0.781011614603282,0.910867071878313,-0.550956470318759
"Gene.34",-0.241090869736302,-0.501126200465161,0.755649753484633,0.940237479405432,0.720447234264498,-0.766774207753537
"Gene.35",-0.0987898807373638,-0.481097270467924,0.816052757815366,0.908864411765022,0.800839898740322,-0.668376612732768
"Gene.36",-0.668093115083121,-0.813734059676738,0.339479452259357,0.88285787015869,0.808730309595516,-0.650458574351339
"Gene.37",0.0126254174826486,-0.362947913972941,0.854745018227413,0.843072561599479,0.492426919519721,-0.755031858969988
"Gene.38",-0.28952556786375,-0.619344568994372,0.564811872365156,0.789743320992066,0.412483775414155,-0.82374051424429
"Gene.39",-0.269435510371782,-0.560610667453869,0.704366912598516,0.914265118661636,0.592809671336504,-0.806825169545001
"Gene.40",0.145615671465525,-0.251796651336624,0.930918417926115,0.82665860983658,0.619648827311881,-0.62914172879607
"Gene.41",-0.125621033324952,-0.513550913929788,0.815963550934897,0.900995910791087,0.596795534299536,-0.806194864653005
"Gene.42",-0.180719235423018,-0.55045004109771,0.656035370045478,0.79425185294046,0.381602702100669,-0.848189667693318
"Gene.43",0.259836229584037,-0.222669397964641,0.956269136220932,0.77134279646039,0.539001685062882,-0.594279307223633
"Gene.44",-0.496025537907853,-0.663757769413016,0.436004512210714,0.847769705667846,0.939371320905297,-0.57526206437608
"Gene.45",-0.175739595028474,-0.532325181085513,0.731753815435958,0.895001875788169,0.842109492465517,-0.652407010952126
"Gene.46",0.133038157106997,-0.28362435133464,0.931171258460468,0.829464263947566,0.607533484466462,-0.668325896354326
"Gene.47",-0.139367444679096,-0.438560264263454,0.754017955671896,0.86509762927648,0.521582602567462,-0.736144109688534
"Gene.48",-0.412143964957263,-0.666014621870792,0.619741204161146,0.950831061718773,0.717219114377338,-0.794987789603061
"Gene.49",-0.0830308264892918,-0.519376690003602,0.811176098441591,0.883168445906593,0.566684681720015,-0.764023615471857
"Gene.50",0.00632907845349108,-0.364956244659228,0.876093061302548,0.898493509479711,0.670115685003154,-0.639252173188814
"Gene.51",-0.44010317712473,-0.684936002076887,0.600907568456551,0.952608846936804,0.721234741483645,-0.805740058283353
"Gene.52",-0.1631503796367,-0.557615638736835,0.718390142595227,0.859125554082496,0.471686497149149,-0.766020762928818
"Gene.53",-0.30285797195629,-0.581576579538828,0.687004044947232,0.925497908347322,0.795436526766649,-0.705597248143421
"Gene.54",-0.299973471145382,-0.653071499952429,0.620385040033397,0.874695622309402,0.63203945059176,-0.727767076545669
"Gene.55",-0.393982994893513,-0.583355928590928,0.583783580146258,0.894564604934165,0.931695906352248,-0.678227733278939
"Gene.56",-0.483928288702946,-0.630691738907479,0.481742995867431,0.85831853663435,0.901941602627244,-0.601643048988289
"Gene.57",-0.104686891054519,-0.400106794002424,0.783905266832977,0.879717192944789,0.669574394715824,-0.671481263985972
"Gene.58",-0.491358279952789,-0.641850580289393,0.496227079477263,0.887924614318154,0.795348916833786,-0.681947223186335
"Gene.59",-0.307866940272096,-0.585602295754179,0.691156525023801,0.935961018991519,0.732158626982727,-0.739894252084752
"Gene.60",-0.171259906645601,-0.442526311790731,0.744472590874395,0.858814379852257,0.730497805955434,-0.712959847637108
"Gene.61",-0.490640485974844,-0.730647272579569,0.498039891999949,0.886324334985474,0.553590015788657,-0.803589051588184
"Gene.62",0.320164920831887,-0.103406726077017,0.955040883652196,0.723991814656009,0.484299145399933,-0.542199760548259
"Gene.63",-0.292815689759943,-0.601042865257427,0.69500969850091,0.94517768310229,0.757922888709904,-0.762296322629311
"Gene.64",-0.0488347605790002,-0.44704360660636,0.819863437863456,0.868775299708798,0.560027791286706,-0.779608038030721
"Gene.65",-0.0758907173941113,-0.494399053235176,0.848748268573335,0.928655218201012,0.700261844849659,-0.710648713229095
"Gene.66",-0.270512714101595,-0.616309642313905,0.670234107884862,0.879958298143644,0.53278559615901,-0.840858515793428
"Gene.67",-0.303826033989029,-0.55718391603847,0.577249738880764,0.849230491439392,0.82806110922178,-0.553825064340521
"Gene.68",-0.261360573453998,-0.51249304694964,0.63420867414154,0.826217783480225,0.907366958916297,-0.677233786763898
"Gene.69",0.0969538337845248,-0.306269847811227,0.878634288019481,0.802528937506494,0.469090314869575,-0.70083749241623
"Gene.70",0.199330904885333,-0.167671230985453,0.893488652574965,0.738202129269416,0.682247515442313,-0.572697443614883
"Gene.71",-0.266596295989454,-0.385532385525105,0.483530461069483,0.699281059452272,0.937582073229208,-0.443255465157512
"Gene.72",-0.425942876522673,-0.589986025407649,0.605232847141956,0.936846694891712,0.720020355537406,-0.740695419245334
"Gene.73",-0.0692544398422874,-0.469591278515817,0.800293087469334,0.847949325635618,0.482493390914144,-0.790957501226147
"Gene.74",-0.600048829825655,-0.661407131148102,0.292494949848237,0.768133372949595,0.927656925814072,-0.488243776374135
"Gene.75",-0.0881433363348858,-0.438085472968807,0.640815111186324,0.681809801881668,0.279017523769245,-0.815397733417315
"Gene.76",0.20655068959469,-0.225810311632393,0.94145066205735,0.787647362320796,0.604067552118257,-0.585708692090878
"Gene.77",-0.496276871635225,-0.559140522465123,0.358674670396011,0.740863104022407,0.961140500602415,-0.507825611955325
"Gene.78",-0.250709087669723,-0.535523313068429,0.679619424606114,0.899317283778385,0.760317795503376,-0.627152069216738
"Gene.79",-0.543581659340902,-0.530108309614291,0.387718394701309,0.804323177333425,0.729082120067971,-0.605960045512532
"Gene.80",0.158956654462361,-0.267869253794733,0.931998793558588,0.820308956439529,0.640217402065929,-0.659631948988581
"Gene.81",-0.0889325410480037,-0.50922921356145,0.721641259396282,0.786212983620469,0.357506884838497,-0.833351341952767
"Gene.82",-0.411271689571321,-0.607634561325655,0.602578950593767,0.908769423078927,0.654063815249733,-0.842608784568894
"Gene.83",-0.0741924077495681,-0.372691772160512,0.83373980150342,0.885862980666624,0.617112252545966,-0.753566503790523
"Gene.84",-0.225576268855589,-0.626899704247491,0.674425520743112,0.845291816352299,0.47073549399898,-0.819004670613278
"Gene.85",0.063858845559845,-0.258018660750437,0.808214883531375,0.77989161597514,0.766814268117366,-0.529860804764793
"Gene.86",0.388624836310381,-0.0308774839805808,0.919933881877994,0.640153741188075,0.451056592663977,-0.410346471383405
"Gene.87",-0.598045155848363,-0.744267703773059,0.333657909505256,0.779183486623006,0.742185347617116,-0.755128922868698
"Gene.88",-0.481052286516064,-0.673489734836367,0.560562718845418,0.946588468796835,0.752947391460894,-0.734005609722399
"Gene.89",-0.247094032485245,-0.511655361114663,0.651108768377699,0.863256639230818,0.823883032207376,-0.592609544855427
"Gene.90",0.210261433007597,-0.254239766200364,0.880383020446385,0.726454948679617,0.418280976469651,-0.685377810685804
"Gene.91",-0.467020053468078,-0.701307082485651,0.406689268501595,0.808557184668275,0.810107327379847,-0.539766454370224
"Gene.92",-0.369126314742018,-0.601015332929294,0.637410915079682,0.911482299296312,0.667148154340004,-0.802107990190184
"Gene.93",-0.112297170697816,-0.367730847767359,0.695489578328849,0.788871470688436,0.815900739916433,-0.646917366330143
"Gene.94",-0.442066637337683,-0.59080287897769,0.496700813427981,0.859618743542313,0.881199220131121,-0.612325657852679
"Gene.95",0.125030699850377,-0.304676188807897,0.896306441962101,0.812096171616644,0.54034287328487,-0.713479201085314
"Gene.96",-0.641630123470595,-0.600515911916121,0.175211991562052,0.663255450588886,0.842730265608393,-0.441452176094318
"Gene.97",-0.395951953789917,-0.539639126548638,0.522393659377381,0.841300800479888,0.954168693707576,-0.595103141574276
"Gene.98",0.101398601871729,-0.219236716935773,0.84859766941989,0.738020080385135,0.547414324824358,-0.710587621534506
"Gene.99",0.060116330033375,-0.316065691052083,0.875563559370334,0.829820702178155,0.617426587087506,-0.653826735256373
"Gene.100",-0.339491217550911,-0.527661974064443,0.559987000329781,0.835574127846585,0.840174783130237,-0.545585120758527
"Gene.101",-0.302613900518439,-0.639116930773512,0.52857484580499,0.782362789428603,0.417059447745803,-0.734196213701552
"Gene.102",0.0404482000001581,-0.200154457910817,0.739721140673385,0.738575418463309,0.660844202036363,-0.415629603422869
"Gene.103",-0.111596483191448,-0.353117441247683,0.594900682386018,0.646293700201199,0.282623149322931,-0.813412298510149
"Gene.104",-0.493244863272041,-0.695696320290301,0.465562509643869,0.886687690947953,0.836224430316695,-0.611277918822886
"Gene.105",-0.448265088324196,-0.615329958385719,0.468594495162755,0.800616496333349,0.7619741542523,-0.608695927777653
"Gene.106",-0.0913714571248357,-0.347853583171972,0.720287739483661,0.812431730635669,0.899726667298183,-0.519482255485476
"Gene.107",-0.458592014136068,-0.674252861788027,0.544632249700613,0.916134730187283,0.787489410198011,-0.708295033442183
"Gene.108",-0.142020884665658,-0.474283588737677,0.791110490703962,0.903545639986937,0.608148375463563,-0.740470338105915
"Gene.109",-0.262203465250002,-0.560960952883423,0.677253823077149,0.914905072402921,0.81876474261824,-0.608077728820735
"Gene.110",-0.652160001921946,-0.553755686763846,0.134135577477696,0.661868366837729,0.827709830632483,-0.400408357686856
"Gene.111",-0.462229743661923,-0.6531934925771,0.394140003604304,0.779204951350103,0.514371215575164,-0.60023324914948
"Gene.112",0.426703180224693,-0.0682694190474241,0.974099839037914,0.660626393157654,0.370633250282894,-0.53268066631083
"Gene.113",0.30660874140203,-0.154794620164825,0.957080528650579,0.728190916562054,0.458366688037073,-0.636410851144426
"Gene.114",-0.33714520026424,-0.445017709429962,0.452910809676428,0.720093977958847,0.961489381794672,-0.49011295702748
"Gene.115",-0.518425817545963,-0.804111227909298,0.457067719098953,0.882439375353524,0.772918031301371,-0.649938534649338
"Gene.116",-0.11535862237777,-0.389171168369413,0.676035650352951,0.803745008099301,0.866157275902597,-0.510829854968103
"Gene.117",-0.347432353752674,-0.536838169307795,0.580640876619667,0.83977147753542,0.79433091458734,-0.638093456771003
"Gene.118",-0.162007426347656,-0.620252009912112,0.764035899744544,0.925610575739134,0.696793824222512,-0.700401430841464
"Gene.119",-0.0929548711270883,-0.413908701963651,0.761243944759121,0.860067778152597,0.878955221290324,-0.586648662024104
"Gene.120",-0.534702606758561,-0.704166522880713,0.432944799954472,0.829887684860276,0.779779141373574,-0.707071358759769
"Gene.121",-0.121929683596567,-0.515036611375184,0.787378548713046,0.888830959098599,0.72245524064575,-0.724935362346978
"Gene.122",-0.44530485182655,-0.517563954050813,0.315210191864538,0.661886198593923,0.947966283009424,-0.457131093218728
"Gene.123",-0.152251941164803,-0.545206890995311,0.733027926397645,0.845157264207613,0.534129368403066,-0.872981837828583
"Gene.124",-0.263230437701745,-0.630919641563027,0.687061664479159,0.929104772360288,0.71586841098302,-0.666676806075296
"Gene.125",-0.496101780772072,-0.508270284698836,0.264124663579738,0.643258729360591,0.914528673679881,-0.477862109493988
"Gene.126",-0.362545666288389,-0.581120021956999,0.580066147371349,0.865184079287542,0.70495904855767,-0.691393141356398
"Gene.127",0.161235788564646,-0.236171161183273,0.900687195600181,0.775504933083696,0.547341817703577,-0.599931515112989
"Gene.128",-0.295543390735538,-0.512791237587277,0.599334207872085,0.860648230788917,0.743454113484749,-0.610053681786299
"Gene.129",-0.285317092235641,-0.61819061755916,0.695693759997023,0.940554472774159,0.764572005033823,-0.738358041851058
"Gene.130",-0.0668562090598755,-0.491432777775544,0.820925461832793,0.8943766575493,0.756672482510118,-0.696738396259868
"Gene.131",0.25596249461116,-0.164042545982555,0.924931962871498,0.735139703925294,0.558054547334412,-0.538159463947451
"Gene.132",-0.422692381282155,-0.659718053971496,0.512255634278615,0.867984128744231,0.853418839665714,-0.630352526413731
"Gene.133",-0.508635886990384,-0.620793999254054,0.423377669736946,0.830430046511248,0.830283592979216,-0.604464216616632
"Gene.134",-0.498350056022233,-0.728630175468214,0.50428237680007,0.918698975166234,0.85269375146561,-0.672690090832841
"Gene.135",-0.353341994802918,-0.474380368825937,0.528040292877562,0.835999225247552,0.699972260692238,-0.551935833685321
"Gene.136",-0.694927876289112,-0.72622513793426,0.17594122677053,0.7169172608298,0.869063048660211,-0.555380964876779
"Gene.137",0.617010559142282,0.164014691152647,0.941075724282288,0.468762765462527,0.271053105346517,-0.353045877578434
"Gene.138",-0.327642168033508,-0.5418388165851,0.55112525086269,0.822064178566513,0.639942704520305,-0.686704746722221
"Gene.139",0.108899877564746,-0.252815650003977,0.810534237902988,0.727217139526611,0.39942615468463,-0.658227088717209
"Gene.140",-0.56250847260179,-0.516541471186994,0.140576500628927,0.584706278415191,0.915805821434475,-0.36643630702431
"Gene.141",-0.0592597699725545,-0.447207513866702,0.841096007737202,0.897762881240312,0.653989790450019,-0.694741897887687
"Gene.142",-0.387412208523861,-0.555519345690184,0.565980641266819,0.889757216942914,0.787885428677246,-0.574528744799461
"Gene.143",-0.524586470829868,-0.549497580286959,0.356319922382296,0.760045420289872,0.736865396587157,-0.649629643889239
"Gene.144",-0.307850306104376,-0.592325110207065,0.542003441732158,0.790414597922471,0.488460422973464,-0.708303113394692
"Gene.145",-0.497352512275695,-0.72932264801904,0.48886908382093,0.889986082834107,0.822120005648459,-0.677509374542282
"Gene.146",-0.320301737622502,-0.595014089355422,0.593524479606262,0.85269001709213,0.806227578504145,-0.616883641430326
"Gene.147",-0.0902286112581302,-0.42346181395233,0.701749033278125,0.774673782581036,0.732556109268091,-0.597873987200279
"Gene.148",0.00490773882545014,-0.168295199885438,0.671337170680509,0.631007098564115,0.324379644023801,-0.659919748398302
"Gene.149",0.0100411248900712,-0.2892598447018,0.858980457882286,0.845902388155235,0.664687627978418,-0.697163606360365
"Gene.150",-0.227589146115874,-0.570519511296384,0.740848332964394,0.908646651235158,0.649242933373296,-0.804523535117999
"Gene.151",-0.215548120027732,-0.329679359452494,0.468104708972088,0.649128704003227,0.935525203539712,-0.373573729258853
"Gene.152",-0.21213971359561,-0.414198100240622,0.603156465305516,0.771712653376445,0.434146368926515,-0.694054457196768
"Gene.153",-0.683223809391843,-0.733165191661881,0.226727848054414,0.754203947515366,0.761989908047128,-0.594440730385445
"Gene.154",-0.242836241480979,-0.525123374895854,0.629602680962277,0.856404347666854,0.771970425844423,-0.584023569637677
"Gene.155",0.427010326892446,-0.0292602903103228,0.961319456800032,0.635879597605801,0.412523541470055,-0.517708462531352
"Gene.156",0.172695754674666,-0.203098751946602,0.749492596635951,0.591774813690392,0.273010241111773,-0.686783890582412
"Gene.157",-0.220369650819981,-0.610326689888604,0.685618940493975,0.876479460562587,0.701333571855741,-0.679439692472567
"Gene.158",-0.431526044782856,-0.63208536347043,0.428295223134485,0.7569530513084,0.468226282570498,-0.724268252796151
"Gene.159",-0.413545966353005,-0.766834526286661,0.368493384456737,0.718980552988391,0.430758551410552,-0.656598733810612
"Gene.160",0.652919049368679,0.526806634957543,-0.0457367524027542,-0.468001934955857,-0.439511150968635,0.700828199021437
"Gene.161",0.418225470863878,0.0267124264003923,0.85892994291977,0.558994446992444,0.412297749901105,-0.364053819439731
"Gene.162",-0.379881890119115,-0.379186616705804,0.27731166714338,0.568648842647589,0.904611450884307,-0.375798401344651
"Gene.163",0.619688796286748,0.213380224021537,0.890527194421333,0.420165483014358,0.131297821934955,-0.346733443730029
"Gene.164",0.516406985834461,0.772685091112508,-0.316537467708856,-0.698838004527798,-0.40842012183038,0.85945875310832
"Gene.165",-0.459259467792472,-0.586175148805418,0.389742711726443,0.75807063129211,0.929130407604848,-0.490273406514308
"Gene.166",-0.341745693445466,-0.591032959388596,0.445342662331241,0.726955473206951,0.372888938543089,-0.695677680761572
"Gene.167",0.409801739702831,0.467805930700506,-0.38159829583759,-0.628023200433482,-0.549912509560901,0.773252399391926
"Gene.168",0.0548375938577044,-0.182873153194883,0.482946602661703,0.420097614676557,-0.0476919227876141,-0.64160322429506
"Gene.169",0.143549138861875,-0.201560536923403,0.86904002626815,0.75830979076189,0.622532962941654,-0.557614890006927
"Gene.170",0.145279682015396,-0.242821947455101,0.854158290287037,0.733314529339869,0.565780309186341,-0.56923749083993
"Gene.171",0.597355659864184,0.113217472468549,0.945505467800969,0.495258749320483,0.271452139732989,-0.395610228903722
"Gene.172",0.0860035348149567,-0.33264939878063,0.87658630171973,0.822955752362287,0.630979411227241,-0.617582454394087
"Gene.173",0.0233551324121408,-0.443195605533168,0.726283662177965,0.712027421990967,0.338764974919181,-0.67670271305751
"Gene.174",0.093526427712573,-0.192211504125867,0.708834689277255,0.652816106788286,0.841036083261165,-0.383712259627748
"Gene.175",-0.312432254941026,-0.341198384129819,0.288642452961313,0.531647211187032,0.89737989422241,-0.331010019610186
"Gene.176",-0.411756670998658,-0.508747779299269,0.411952383091104,0.754607698876855,0.953236725269436,-0.476469719375822
"Gene.177",0.30929806210237,-0.092631231761961,0.804324087792299,0.577274712805723,0.219032730701992,-0.536011515456418
"Gene.178",-0.308679658910488,-0.539373947831617,0.582826997651069,0.826988846881585,0.787588905334491,-0.61140780170843
"Gene.179",0.254532334047785,0.457781535464988,-0.435279277085999,-0.582278678409726,-0.295324559298732,0.881942476486479
"Gene.180",0.583009530436429,0.10486115325651,0.949157190385536,0.501906744222653,0.229701585977142,-0.461135983509028
"Gene.181",-0.149750181397818,-0.576237375204096,0.547251816990089,0.680592161137344,0.185209455812059,-0.746381279942736
"Gene.182",-0.370578547747015,-0.550953447413183,0.522213666333309,0.835892526372392,0.815972399149117,-0.597749058950419
"Gene.183",-0.592974500422413,-0.62495236275969,0.172025402902839,0.6682201999248,0.848781781157372,-0.327908524458593
"Gene.184",-0.424246400942223,-0.482276362466647,0.332119733590723,0.663822264092218,0.871050344825708,-0.391288277304631
"Gene.185",-0.0646058089110219,-0.268000141831446,0.635026611822179,0.707271270844012,0.870779884684805,-0.450018882233025
"Gene.186",0.450861127713796,-0.032823073843774,0.909553202835793,0.578153646906839,0.229996262868168,-0.501383222484201
"Gene.187",-0.341343554696515,-0.412352039086209,0.4730495046728,0.715270436512804,0.545211150076338,-0.664558177507153
"Gene.188",-0.223273134044273,-0.545222528032482,0.664442216318696,0.820484527432534,0.599641678353263,-0.814543301829343
"Gene.189",0.0619215524078701,-0.119724587705733,0.674729401933466,0.622727123959564,0.811210574969084,-0.443213122587313
"Gene.190",-0.54696297892298,-0.482389161618799,0.120854830384533,0.519895140559969,0.380531121795374,-0.655488759491838
"Gene.191",-0.275994300848862,-0.651021795570359,0.612439580837539,0.844684494371199,0.76043894865443,-0.593181761068049
"Gene.192",0.269670033040838,-0.205114618962622,0.911682675797953,0.705253020673964,0.339886424453427,-0.669024826640679
"Gene.193",0.417119791476053,-0.0840548191014159,0.943596932036584,0.628270047989841,0.361122975799438,-0.563872968702067
"Gene.194",-0.314364139352497,-0.477571317419644,0.513993560300354,0.792334420236509,0.635689251022675,-0.5536208564288
"Gene.195",0.883823885168234,0.706108347832859,0.166700579235775,-0.488017538671112,-0.559386492841407,0.533098522321605
"Gene.196",-0.227774258968483,-0.479357350601965,0.464032558974558,0.65395344704682,0.304511234199714,-0.685315606372214
"Gene.197",-0.21553825830878,-0.264364727804717,0.466297225495164,0.58900230931637,0.270246288329308,-0.66653638910297
"Gene.198",-0.545028100080512,-0.456892600194498,0.100492958633834,0.538459148039421,0.879988430796284,-0.26075578140346
"Gene.199",-0.419106818338328,-0.691001432367766,0.468971248571283,0.844478283543611,0.810114677204037,-0.571909194636272
"Gene.200",-0.686222852397751,-0.841579744669556,0.173005771600395,0.720820481925523,0.727689346340264,-0.579786237930984
"Gene.201",-0.137959303742833,-0.366873186738196,0.670289772379455,0.760362902717607,0.680358088995894,-0.560985151654424
"Gene.202",0.82627154483198,0.710975031658149,0.00357521292267523,-0.604355446968689,-0.65286958789747,0.554587523711918
"Gene.203",-0.450510424755061,-0.714217430448035,0.326529674189421,0.743473245442029,0.580355072719731,-0.421649593549629
"Gene.204",-0.730158207748931,-0.443845717031567,-0.108921503972353,0.413734051757137,0.588744666570213,-0.421851512284447
"Gene.205",-0.277917486790116,-0.535265045062438,0.324084954632753,0.51471937176874,0.0823216046785985,-0.74038811188382
"Gene.206",0.842013571200799,0.849228952267312,0.0646883991168787,-0.563624790197166,-0.526131379552266,0.652712376122501
"Gene.207",-0.248631970007859,-0.6064274283512,0.521683868271229,0.769557885798578,0.588115495884702,-0.452730321948906
"Gene.208",-0.305261560882699,-0.560806494757148,0.563331748121986,0.818751444478178,0.874746525973679,-0.584877600617566
"Gene.209",-0.427818126583855,-0.708046091840805,0.524949585544658,0.88497338315049,0.743958297790258,-0.665211325296405
"Gene.210",-0.565389050851921,-0.718807506826167,0.338535143951885,0.809763966208372,0.828023962515984,-0.506552388043772
"Gene.211",0.867967892402121,0.844307284002012,0.0552808646805718,-0.617704044035159,-0.675380885606635,0.525228542805628
"Gene.212",0.257335101010084,-0.159282501230199,0.754330275637322,0.583344474622574,0.158940104237071,-0.506260488947029
"Gene.213",0.523669211793875,0.194604133543462,0.895617479185013,0.489307429896633,0.348776270741098,-0.347682665690054
"Gene.214",-0.487540298190548,-0.588089795972204,0.287273657016593,0.699038263324101,0.916530344203766,-0.413283427526439
"Gene.215",-0.410278938115891,-0.369208227969534,0.343549705063655,0.652839193711642,0.81493403261963,-0.402092909036721
"Gene.216",0.0581632227189179,-0.410898367738553,0.82019288581107,0.801082710956037,0.488435345883449,-0.690752365067253
"Gene.217",-0.302372168546243,-0.456271958681161,0.507143720858476,0.754514502673555,0.943576742448341,-0.482377231402221
"Gene.218",0.694591150538558,0.689281850259886,0.0325585424281245,-0.447431318393268,-0.198460686799591,0.723646058637366
"Gene.219",-0.282477488423791,-0.688473574666072,0.591177336711972,0.854322815676425,0.631842615073866,-0.657584670627769
"Gene.220",0.176125912915989,-0.112135062395555,0.511920454317834,0.383535696874038,-0.132676514202578,-0.481311522204008
"Gene.221",0.0117193021022233,-0.452673841348721,0.679793059017346,0.662017038704993,0.263303109484053,-0.780681101914372
"Gene.222",-0.036790239079281,-0.233732763215735,0.729118603085736,0.739586082013428,0.674353039994057,-0.646320437043296
"Gene.223",-0.362179227209816,-0.54326804387789,0.461833348881285,0.754264350144367,0.934535360195992,-0.493844528277635
"Gene.224",-0.348477559379423,-0.425497647232242,0.433053279240286,0.734421165824025,0.712420545152302,-0.488638732713014
"Gene.225",-0.37886059553525,-0.416117086207843,0.412810546975758,0.738323416542855,0.734628708531285,-0.4461299216013
"Gene.226",-0.476801465584462,-0.617969472228412,0.288889561524527,0.684768180695452,0.91667839808579,-0.435884709714444
"Gene.227",-0.0637833590387377,-0.554928481618172,0.705658223994348,0.817284028055549,0.607847820574052,-0.535130019491162
"Gene.228",-0.0704320443894317,-0.315789588713796,0.384505327605299,0.428209701088287,0.000765539330530873,-0.632046553105074
"Gene.229",0.0914219260547621,-0.332657557970161,0.852762124875128,0.802417217461929,0.667086550108358,-0.541830320287719
"Gene.230",0.346992649368308,-0.112791750649855,0.90601538533246,0.627700622353163,0.463555708712041,-0.533018200643682
"Gene.231",0.381620204565704,0.805960160213636,-0.472128405928411,-0.773576484268509,-0.569355626067499,0.7431541529299
"Gene.232",0.271852214551616,-0.0371584345985998,0.788403096823102,0.600230176339495,0.734636351524363,-0.366405511776045
"Gene.233",-0.249427318786925,-0.638567654161172,0.645919937874059,0.886018945254713,0.681340027532599,-0.674474039901472
"Gene.234",0.831972261570996,0.81334025351025,-0.00119406467271456,-0.63165507679854,-0.666914502171917,0.614336035923067
"Gene.235",0.220272064075038,-0.077421870525338,0.774140115101532,0.619318477981816,0.700785810116827,-0.45588793374476
"Gene.236",0.300950242751668,0.0277972594386378,0.886789772301946,0.652494221742361,0.535866652319408,-0.498715483201887
"Gene.237",-0.189317647307906,-0.353287738902627,0.435401468630209,0.608159567510795,0.919186823613573,-0.332132067086996
"Gene.238",-0.0436063431089262,-0.279810915024148,0.658492748879455,0.689282082133363,0.869517308400579,-0.465770503839929
"Gene.239",0.798023623377378,0.831954972471495,-0.011300068761472,-0.596180565515425,-0.491938873134691,0.623232326758101
"Gene.240",0.545297079344302,0.0730099117299708,0.953266747347447,0.533342731723306,0.267730635583407,-0.475423476094271
"Gene.241",-0.0874937801198365,-0.261284541123847,0.644353887040521,0.728552990989175,0.608541314175315,-0.569373498877719
"Gene.242",0.139356729391302,-0.262937572039321,0.781206144335475,0.671707905222041,0.613706663984616,-0.513491956836362
"Gene.243",0.158681485608003,0.618038173354926,-0.609326246434885,-0.713997145122301,-0.443043487316007,0.839767859661818
"Gene.244",0.884747136129669,0.652945680019141,0.343745014200678,-0.330518706496047,-0.489347047027566,0.231460559489368
"Gene.245",0.0763822918743547,0.589696475745625,-0.690660101351294,-0.764662771124552,-0.483415947680797,0.769986175452933
"Gene.246",0.397746593231904,-0.108521778647363,0.88267262816611,0.584852023007422,0.39458409879261,-0.451504096780493
"Gene.247",-0.0635101653950506,-0.476627533960067,0.700945746645818,0.773412848656588,0.434663297958283,-0.671715452236625
"Gene.248",0.275537422767757,-0.205110639786857,0.945163009121086,0.735655636563256,0.4728795922439,-0.604982251004868
"Gene.249",0.72421253649373,0.84599119710245,-0.114846529457702,-0.679797178612314,-0.677481890279579,0.598123373903482
"Gene.250",-0.0963249165533983,-0.226014623124613,0.61386670831857,0.659126775914885,0.709772745077072,-0.495380074018257
"Gene.251",0.10869733527205,-0.123560965813212,0.702088378078744,0.586827137154652,0.213223976698338,-0.655882381170149
"Gene.252",-0.478601884502867,-0.482622854621015,0.183356674260901,0.596562796083041,0.885675189092248,-0.228446185419995
"Gene.253",-0.170602411465552,-0.655905519096695,0.663303305727088,0.826533881612266,0.710734732220006,-0.635793005287423
"Gene.254",0.284575702401399,-0.103058404283523,0.811469352294528,0.592470040738087,0.207978469044081,-0.587892115809458
"Gene.255",0.839159002321708,0.76326922810007,0.00839791833177402,-0.611173065595983,-0.630522412837255,0.571458748452493
"Gene.256",0.147470026129764,0.569973110321219,-0.615921916267111,-0.783533159160115,-0.671570926485829,0.488634152660326
"Gene.257",0.59406834469572,0.614870185310282,-0.152588434558672,-0.558397447837997,-0.416526967106956,0.789610265103584
"Gene.258",-0.195401316859725,-0.564313046782581,0.543938750809541,0.703453054576906,0.426785095678252,-0.651553628945759
"Gene.259",0.00564636466306116,-0.302439552002357,0.464016077387239,0.429598088536373,-0.0512137583143805,-0.688303864428546
"Gene.260",0.858573335250472,0.648994903674237,0.216343769574416,-0.411014076271982,-0.4160935914194,0.529985736102116
"Gene.261",0.0184186204269513,-0.328218537274415,0.497623986004391,0.465387019851947,-0.00202150909313369,-0.705959008281545
"Gene.262",-0.419213032986913,-0.672288642832934,0.417419291181902,0.761879534852853,0.569728975615019,-0.733243295883155
"Gene.263",0.728173287583442,0.74788915169672,-0.123219585729005,-0.689085195708179,-0.622584116460062,0.596661021297517
"Gene.264",-0.464842459346213,-0.567974774346741,0.275621201401168,0.664000287568765,0.930851115065849,-0.387667778437275
"Gene.265",0.553718985173452,0.034932443602088,0.885808386719006,0.470080950591011,0.146154193345896,-0.460659185795229
