"","kME_MM.turquoise","kME_MM.yellow","kME_MM.brown","kME_MM.blue","kME_MM.green","kME_MM.grey"
"Gene.266",0.67216785258894,0.893263268909731,-0.173355224574668,-0.709149316581154,-0.560611523595051,0.701337826544335
"Gene.267",0.672120910370244,0.795929088307719,-0.142344116678839,-0.62714389746856,-0.518940256893457,0.769863696818976
"Gene.268",-0.284999864351496,-0.492289396985272,0.475631127111328,0.701505910430549,0.787991691174623,-0.428738710321092
"Gene.269",0.911915840159391,0.77289241881225,0.293436482887294,-0.405108853202247,-0.536779608917208,0.313571343690355
"Gene.270",0.362455559514351,0.45465114233294,-0.3429354350163,-0.562062279443306,-0.652818354863667,0.629602208968149
"Gene.271",-0.595303960227643,-0.762886143346919,0.361543569402222,0.856681471021276,0.848126495762378,-0.581706272874503
"Gene.272",0.823459015075939,0.918063900447178,-0.00181338519301219,-0.635591206613775,-0.54102887345276,0.61040766154095
"Gene.273",-0.698640306926732,-0.597947042515295,0.095421077478936,0.624638881314697,0.705270249683923,-0.437434304310687
"Gene.274",0.517326018306146,0.549152993684019,-0.210469028226379,-0.544634750706988,-0.544573572703813,0.752894928349245
"Gene.275",-0.319287976394165,-0.686590072159537,0.510961725870768,0.814870016964942,0.646577789766412,-0.586304170928477
"Gene.276",-0.371569135441925,-0.670635915112745,0.560496512327515,0.859004348748559,0.724388150035284,-0.733726220634847
"Gene.277",-0.475688252751862,-0.647096495713901,0.363056001647806,0.764922713214054,0.692850471955789,-0.603523524562126
"Gene.278",0.402178065158639,-0.0507702232349892,0.919996861718503,0.638935597623,0.549608584876557,-0.390965002019127
"Gene.279",-0.243824353246799,-0.606333917900689,0.564876333233353,0.798633453757724,0.483926442604071,-0.642544276674442
"Gene.280",0.941748020542515,0.728981819855367,0.346932022409086,-0.347082612353606,-0.32199828033484,0.447655909203698
"Gene.281",0.3967510292919,0.458118798883112,-0.261225149089384,-0.483368428750288,-0.353454647288651,0.783681664436239
"Gene.282",0.566519151102311,0.179704847590228,0.879132633313623,0.448625281076482,0.367365765573397,-0.246484458251819
"Gene.283",-0.623813940264331,-0.748460234473201,0.146760931370636,0.672191097671659,0.651613688095317,-0.422206326965288
"Gene.284",0.183233951132301,0.322614915795959,-0.347456366491842,-0.415089919582343,-0.0930708892640747,0.734065349159255
"Gene.285",0.198077605805241,-0.240448482259276,0.89449110167429,0.764810325953803,0.575962337735431,-0.529203041753024
"Gene.286",0.118260929390125,-0.340337469286465,0.663018490130012,0.576296271033198,0.116377037107425,-0.671733553803785
"Gene.287",0.675154151206869,0.630074780550449,-0.0637062376428269,-0.585866458179527,-0.594366648868894,0.541040825410416
"Gene.288",0.856654470881933,0.817661720991961,0.075422512985062,-0.560089552729427,-0.640133238086466,0.556648872490926
"Gene.289",-0.377175028238327,-0.400342813232271,0.237312258149637,0.531295442751388,0.852917687002099,-0.308849586402207
"Gene.290",0.480366773176056,0.765455525717258,-0.426412421850581,-0.822323532088921,-0.676645048099762,0.674440045298235
"Gene.291",0.779861280618547,0.780917035355286,-0.0554669934947289,-0.654944510787733,-0.635179935492477,0.609806953843851
"Gene.292",0.807815761324694,0.632522125029398,0.137584180828121,-0.474547098849881,-0.525635901704047,0.47221857097728
"Gene.293",0.830482740259587,0.562044858022309,0.20917002032228,-0.39595008591181,-0.560091731030603,0.345079762986337
"Gene.294",-0.338741554095135,-0.492163244419837,0.465911689443544,0.694944750940702,0.725286481868402,-0.601807595520714
"Gene.295",-0.339091765695411,-0.534414359561073,0.450297459173637,0.73888555745478,0.580541051028792,-0.629422244489411
"Gene.296",-0.0957286323510008,-0.307169457820978,0.575796419185572,0.655450206202151,0.517507967289513,-0.572699809696576
"Gene.297",0.943933672737026,0.835833993057491,0.287537109001114,-0.423301521511719,-0.4646223564483,0.448307340392778
"Gene.298",-0.296189167870476,-0.425071208703264,0.544933283006616,0.79532763242166,0.559003503061802,-0.598105193874779
"Gene.299",0.50479786896008,0.157670251856843,0.837754101854101,0.463940182484358,0.133165057172588,-0.31770856681068
"Gene.300",-0.0427268865125185,-0.190757815966506,0.410628696655184,0.422789089111032,0.0389117236998656,-0.613111447384888
"Gene.301",0.227659099065569,-0.121834555860852,0.852954265387605,0.670212421929523,0.639453434456775,-0.612935562701183
"Gene.302",-0.318862847313601,-0.357325384403439,0.281339549168441,0.554401172014387,0.904910303336877,-0.290558509271653
"Gene.303",0.750819794169593,0.712424332782211,-0.0298785233968809,-0.583281209809383,-0.424524968920653,0.58161672228928
"Gene.304",-0.385835006839217,-0.626537260275965,0.49411839392096,0.807782133223225,0.706270980953218,-0.582009314014443
"Gene.305",0.69257550189155,0.574611706070583,0.0413272109643298,-0.462494823304236,-0.250770044900142,0.567066366521381
"Gene.306",0.364472490969126,0.475472140687576,-0.310916067835687,-0.5574753139415,-0.640520524465094,0.583814341896809
"Gene.307",-0.588365018170663,-0.759299854469382,0.314379747564231,0.813529261109079,0.715503675631615,-0.540124124961729
"Gene.308",0.328212111714098,0.0284906564084658,0.834984255498576,0.578073866174457,0.521547420809363,-0.429003964630911
"Gene.309",0.117218416391828,-0.191922184807517,0.734068819981582,0.681933925081314,0.499393669478066,-0.442977888457544
"Gene.310",0.967421411904391,0.707444014247849,0.439961182184726,-0.314199935744635,-0.370533709352785,0.23942165595437
"Gene.311",0.954746503634971,0.724022521762745,0.405444768236049,-0.326926499430681,-0.397484635086777,0.318582144775386
"Gene.312",0.70163933642843,0.527174851964754,0.0745522660545548,-0.468883420409376,-0.736105733055816,0.2975000065284
"Gene.313",-0.448438256562327,-0.412132940330028,0.260453421277537,0.542458771817399,0.425821502465646,-0.756507516438786
"Gene.314",-0.24587305731609,-0.629887092088516,0.557778218061359,0.794815344269929,0.511776616312673,-0.589038570240782
"Gene.315",0.302809968343288,-0.0721929813237272,0.823151463857569,0.572084184461102,0.168923585861455,-0.601098556022114
"Gene.316",-0.421393802557234,-0.54401529904615,0.30529136037368,0.686547235381885,0.843654612544587,-0.25949324379962
"Gene.317",0.610080222777882,0.624022326302684,-0.0368749606895869,-0.448344016096271,-0.368488556836219,0.566842079976672
"Gene.318",0.918776412040859,0.824629685884175,0.237675467726435,-0.461340977310189,-0.409459703940741,0.490329382298244
"Gene.319",0.792815294940082,0.918316699717223,0.004728357706387,-0.603368862652041,-0.448453982598302,0.637876054788892
"Gene.320",0.955811635070304,0.815673566495161,0.248984079302713,-0.484220906617235,-0.467924518378069,0.444849826330641
"Gene.321",-0.450771867119415,-0.491141421329076,0.185882117396754,0.569321048330063,0.907830179076218,-0.246038482019258
"Gene.322",0.232140539953302,0.621962401703505,-0.579742045093792,-0.782751453877917,-0.754801385195622,0.650920836681693
"Gene.323",0.955431238723643,0.689123103494937,0.407071696740494,-0.307667676950122,-0.30508995701493,0.361742503905078
"Gene.324",-0.0808917090740768,-0.478644108626045,0.65396132686458,0.72712669280857,0.588240035009273,-0.579737592098156
"Gene.325",0.277486333504302,-0.159113210348389,0.61316522422813,0.380815389357821,-0.0710439375905725,-0.618757802105245
"Gene.326",-0.151937663889375,-0.466641979924692,0.581728599867043,0.715578454966186,0.518901471048515,-0.642118004365172
"Gene.327",0.960255091173864,0.787049130167037,0.343468405164279,-0.403060351540054,-0.402754355314155,0.363768704622603
"Gene.328",0.626371299660903,0.759693392218811,-0.118408286173796,-0.589623323308745,-0.444695254451294,0.695252416917814
"Gene.329",0.196404140018246,0.530853432767431,-0.561537858749621,-0.747786643342419,-0.802045705266117,0.458701229151805
"Gene.330",0.246338606174221,0.0439548302952867,0.75220511558195,0.583743652307333,0.61638526495426,-0.301916328450036
"Gene.331",0.765400308934039,0.394264478451017,0.804218548025212,0.228698025791857,0.00936705487802277,-0.160804052022519
"Gene.332",-0.442158407958754,-0.662753492764465,0.394020245255712,0.798856629589095,0.667442896507025,-0.499724425242943
"Gene.333",0.94474766658331,0.870169298773681,0.256288874418576,-0.469258770794456,-0.449209807579293,0.468981107983967
"Gene.334",0.89509401223607,0.745478540542545,0.223184169830175,-0.43928757889237,-0.447080878833062,0.446639532464382
"Gene.335",0.691474888740324,0.393569102410567,0.133601087430436,-0.358897332983184,-0.556665082279322,0.304975720249581
"Gene.336",0.422634679762752,0.684209024612222,-0.413770967401482,-0.695847711134679,-0.552712658136512,0.79704866682692
"Gene.337",0.337877916668627,0.565308135923693,-0.349806619246009,-0.59641293845072,-0.418038162903892,0.715282111031242
"Gene.338",0.7750056794144,0.734702450618855,-0.0119263210037794,-0.583082495438371,-0.610427328940986,0.518491404662797
"Gene.339",-0.601361583540514,-0.59033206955001,0.152504120023668,0.62495488066446,0.815082390990874,-0.449096040816577
"Gene.340",0.555003549676096,0.723691561103599,-0.237888083903675,-0.625870080985756,-0.482575023211841,0.849194565788904
"Gene.341",0.936445617705144,0.6766323943365,0.354164552767946,-0.339280623856639,-0.352568198484745,0.389615001451652
"Gene.342",-0.345365790512273,-0.600359265665377,0.558460382154794,0.863360663261735,0.673636296279296,-0.654040143458676
"Gene.343",-0.270907589510807,-0.422299067384032,0.528213017922647,0.789987573980578,0.749959077791891,-0.429747369154353
"Gene.344",-0.610259224782061,-0.559533485959188,0.148933700196083,0.617629572789802,0.688813679631594,-0.364607265721702
"Gene.345",0.20406882059522,-0.182975276251508,0.555842765395268,0.347350504634062,-0.0666495740051318,-0.702605637253974
"Gene.346",0.142933097028775,0.574548723805652,-0.629431256956203,-0.734978633710881,-0.466484070316418,0.795068686095537
"Gene.347",-0.423998173860462,-0.413478592945306,0.315305708759369,0.668511999981558,0.808202012354648,-0.403862261290232
"Gene.348",0.791941087903294,0.544865646576936,0.283959768466057,-0.273974914424944,-0.122743817533219,0.435546876846808
"Gene.349",-0.41960581088782,-0.619183128500954,0.438009726267369,0.762708674629498,0.628888682935662,-0.749627383578051
"Gene.350",-0.456760112402302,-0.641707994106193,0.484009084087349,0.848529945910397,0.851344260971138,-0.558247637880958
"Gene.351",0.70309033467782,0.641616846953924,0.00325784508825141,-0.575200359667086,-0.673952835150803,0.298409161977753
"Gene.352",0.550452102343178,0.703241924774238,-0.0843150056141952,-0.480018738752575,-0.20625870850401,0.696572514513745
"Gene.353",-0.0709173255785596,-0.327662900745906,0.708557458994173,0.810575779792838,0.771631543560319,-0.42248167841206
"Gene.354",0.30944770953777,0.754204712771292,-0.526933704060649,-0.782212890624344,-0.649144350851874,0.716652302277694
"Gene.355",0.964083307596541,0.771713354102557,0.359328576934296,-0.376688321564392,-0.320083734416391,0.410529275100325
"Gene.356",-0.0832080522318695,-0.365559133898196,0.691624868798009,0.801645025603858,0.839845352679842,-0.41912991557991
"Gene.357",0.333581866706406,0.509894758348893,-0.407039810475793,-0.602117286169867,-0.499503269155357,0.807110508363134
"Gene.358",0.853156703628679,0.886293100918812,0.115456562742359,-0.545024794104086,-0.510284644423826,0.526606047677853
"Gene.359",-0.477093249471541,-0.580225457315096,0.278989418843269,0.645017947321388,0.663355290124029,-0.451757725998533
"Gene.360",0.820187613502421,0.773949082942734,0.140071853716878,-0.470747291802041,-0.595677303368564,0.422537145068725
"Gene.361",0.870207009356688,0.712361896489638,0.135357693848029,-0.513237315572622,-0.516522678654274,0.547320731160549
"Gene.362",0.0351220876609728,0.554167024867736,-0.675657455421951,-0.721794389759083,-0.422303683064788,0.760120265046716
"Gene.363",0.882697320942311,0.657838566899827,0.270138817824905,-0.407623698660513,-0.577919251849906,0.306029673289839
"Gene.364",0.74123906386743,0.625633249979688,0.0965694496011854,-0.419016811066742,-0.335047579236087,0.558193320167812
"Gene.365",0.731069510389726,0.772814929446004,-0.0179058244743588,-0.604851141831263,-0.735710709073669,0.368860379995626
"Gene.366",-0.613772307439248,-0.667486652297185,0.124122153122454,0.626878797773574,0.76850365269075,-0.31426248213701
"Gene.367",0.628721062507382,0.713323397012307,-0.179162467566317,-0.637288652396546,-0.739722296933695,0.590307966498058
"Gene.368",0.526857137245489,0.299358916424166,0.0485397328228405,-0.267995039428084,-0.0944489613668122,0.592467396582793
"Gene.369",0.289257137922354,0.792935058632202,-0.438057575177657,-0.667392681738996,-0.375714325953027,0.726195048506765
"Gene.370",-0.400976992530171,-0.502214224991835,0.310058103482096,0.654783785000348,0.705831638368881,-0.481137739714497
"Gene.371",0.0475901581117168,-0.185117568245195,0.564123411224921,0.53917261378788,0.813308120071424,-0.337179618740968
"Gene.372",0.265898057003946,-0.247292614655946,0.857487765958638,0.690679699752395,0.52303287831201,-0.481265571645919
"Gene.373",-0.222333030582616,-0.303134928332508,0.436062844014871,0.614734669581944,0.597695598768795,-0.519351027453294
"Gene.374",0.842064320502773,0.725705673236494,0.1416515879053,-0.517137165262384,-0.568221992621597,0.367061863850432
"Gene.375",-0.614517465802054,-0.639213236566567,0.261279174859831,0.761296572196478,0.68936802291483,-0.554996951822183
"Gene.376",0.967997644753553,0.758766727132171,0.36861044439243,-0.376383700325204,-0.40164960204304,0.341470172521287
"Gene.377",0.187143183904736,-0.222638831624423,0.844698901947669,0.671223784531557,0.391455688049649,-0.68309943072695
"Gene.378",0.178066544448587,0.393852452102568,-0.496133041738863,-0.572122746475635,-0.378059738440277,0.823655337178111
"Gene.379",0.92369572891969,0.792729379159256,0.304606922976175,-0.386876782860281,-0.397087158781147,0.457934973733829
"Gene.380",0.917378118326525,0.628272332629377,0.464778208324591,-0.206712649658124,-0.162326832092793,0.307867542454897
"Gene.381",0.504980432663153,0.0430691229904566,0.969912771546122,0.593302649464637,0.392193360867932,-0.448374506729337
"Gene.382",0.748712069160256,0.876416737214741,-0.0195998226395217,-0.595444299473222,-0.597841216117568,0.533779576344299
"Gene.383",0.949544628017559,0.745623489418463,0.36238525768827,-0.366829658269306,-0.383898281814103,0.3796511349595
"Gene.384",0.778881084312771,0.650085013618903,0.0327596681229418,-0.566282565378992,-0.64328010238137,0.343603473810494
"Gene.385",0.633974813405883,0.149353135818252,0.930191645968014,0.439495651135782,0.192534984835746,-0.38464410550692
"Gene.386",0.274604959813511,0.00807515564188009,0.836941389710942,0.641127212024898,0.665144755145402,-0.358605692579666
"Gene.387",0.740539807425483,0.892743708701053,-0.105785490311174,-0.690998345051125,-0.721026798596334,0.572322355537197
"Gene.388",0.25854087716754,0.482240462575812,-0.441257713311025,-0.570212860403167,-0.445413789389509,0.819675385949415
"Gene.389",0.940903818717401,0.6463837985223,0.437608171365045,-0.25554984003572,-0.291382778935743,0.31286582003642
"Gene.390",0.170957360792055,0.220432484964391,-0.469333626968727,-0.566213389742561,-0.676090755976709,0.496253107540998
"Gene.391",0.661438874083082,0.777286723445559,-0.0641269698313953,-0.600232641710076,-0.702985771974038,0.370318792585743
"Gene.392",0.705801887981182,0.913017210485947,0.0240192213943667,-0.54219032086181,-0.31525562074076,0.554612308989784
"Gene.393",0.40061506580411,-0.132632116920566,0.920007225769144,0.636975359940287,0.478823506277705,-0.457769785410235
"Gene.394",0.812721126588609,0.670819252449864,0.0877026354798295,-0.537907102856058,-0.545768370585281,0.478242143679218
"Gene.395",0.896249188614977,0.871354055299021,0.248990689072751,-0.433998400115394,-0.360427675473687,0.459392686073405
"Gene.396",-0.453557669337458,-0.512332251758416,0.317485057887066,0.68505272022731,0.688730212878072,-0.399285848659777
"Gene.397",0.546694827046944,0.0725803832847848,0.939782808451533,0.525618741378008,0.207903158274204,-0.474393110090122
"Gene.398",0.450645860593297,0.845228768856404,-0.338280950248629,-0.704392368234477,-0.482249397958114,0.636116381533646
"Gene.399",0.255763336805245,-0.144915037586751,0.852664146124245,0.679087018334058,0.698604858874012,-0.487803655365833
"Gene.400",0.549354125530049,0.064018379711477,0.927371526732676,0.500090467632705,0.239784070968243,-0.475675026639813
"Gene.401",0.949657079038306,0.769487290201109,0.297789628169361,-0.440233197746787,-0.455985370952759,0.334544617995425
"Gene.402",0.871728198181661,0.649174847693099,0.201870638676777,-0.468059294436362,-0.521375686122779,0.391258459799813
"Gene.403",0.569991010428579,0.913762084124392,-0.246276641797062,-0.709466856817197,-0.548999384581732,0.636851176592104
"Gene.404",0.648780205886039,0.84495160519068,-0.14842600396006,-0.658873465115422,-0.625201379159687,0.555542821948168
"Gene.405",-0.408810503248898,-0.677874290293476,0.460891850574586,0.817291870353854,0.794268146975303,-0.502460244327702
"Gene.406",0.850415506109516,0.860730731901249,0.0542182185801988,-0.615423166827137,-0.638400068922917,0.48454108169636
"Gene.407",-0.312380882847167,-0.356405352451878,0.398732092152203,0.647383793017011,0.74914501393833,-0.440607136206137
"Gene.408",0.394044036901456,0.647336645074813,-0.376075795936603,-0.647197699085738,-0.513818360215227,0.83190188414271
"Gene.409",0.561309165464561,0.858318160390575,-0.33849274305154,-0.786001542878698,-0.559703225401878,0.748302565915582
"Gene.410",0.965562471302074,0.705479801162514,0.452863680561813,-0.284850260306335,-0.27031609301096,0.295283822878504
"Gene.411",0.62893813514199,0.191765112265023,0.88076061819238,0.420298304663374,0.346249128285206,-0.203861098690175
"Gene.412",0.313587731357131,0.66785138401404,-0.448087165276751,-0.679460729363375,-0.291555939385411,0.832038904979925
"Gene.413",-0.479950898996789,-0.547709873514702,0.304612743681841,0.708874830184952,0.877120113798773,-0.338525297340276
"Gene.414",0.871294618359273,0.592259590566945,0.43967338677066,-0.19236698912845,-0.132767407319862,0.33560470344434
"Gene.415",0.402598447269989,0.365666414466547,0.054734186540918,-0.228316794120153,0.134622637035382,0.423497962081789
"Gene.416",0.299928080967723,-0.0369271710336409,0.780750360839126,0.510088598109542,0.286802170856169,-0.608880909815605
"Gene.417",-0.373824999879502,-0.361521062281323,0.222813579440818,0.543883866919949,0.86844919943614,-0.264732696366272
"Gene.418",0.831509561521005,0.73514961256684,0.126898000838752,-0.492014237833479,-0.626453031080917,0.50243804199113
"Gene.419",0.396882181144858,0.680051830441899,-0.305207350957687,-0.559431229892231,-0.426116629774983,0.748646273082111
"Gene.420",0.559418072941534,0.516449406136163,-0.2192896925017,-0.637228563930801,-0.571477240950739,0.57739729728744
"Gene.421",-0.0449386824621985,-0.484892214549573,0.544271900380444,0.570752029733399,0.0629234119575278,-0.760891849267591
"Gene.422",0.826010503704648,0.479373197884679,0.41413753703095,-0.247675684750999,-0.501453293524579,-0.0223200831097637
"Gene.423",0.647729621075883,0.637596781829573,-0.168791932169131,-0.630146167119504,-0.461222610879341,0.704086874335611
"Gene.424",0.84512746224202,0.598246474013839,0.299440342384466,-0.34083456965829,-0.319464976140484,0.349598286818254
"Gene.425",0.276952959979274,-0.249917932252909,0.861339786674842,0.684672082621803,0.586980097407193,-0.461735826015794
"Gene.426",0.143187897216594,-0.25398535437479,0.766063696855576,0.687249475639837,0.668814134132896,-0.354122810373829
"Gene.427",0.0613150722527294,0.508548935914191,-0.639976179315777,-0.67987329311953,-0.591150578666431,0.597884425072936
"Gene.428",0.251206945743614,0.611214255219202,-0.522753203779475,-0.695332228787381,-0.614880317841174,0.736761210147108
"Gene.429",0.88101042151237,0.727879437330531,0.30001036216667,-0.344315072552959,-0.247932165778796,0.526439465789303
"Gene.430",0.377353496650794,0.504886304437892,-0.261226528451259,-0.558248353065431,-0.65557851043923,0.308150420240931
"Gene.431",-0.503712977172978,-0.546216153607947,0.170487154284447,0.589675565012966,0.818464519766012,-0.379410764181132
"Gene.432",0.847101248702002,0.722878561567963,0.23263203004203,-0.3904184256043,-0.343233055532558,0.485586237371285
"Gene.433",0.516747602273628,0.84946201645652,-0.344715289575186,-0.775103360619937,-0.721969379313226,0.663751721200668
"Gene.434",0.690485882914898,0.683126545149102,-0.092898482428124,-0.59313735938717,-0.697620471617009,0.575711880135906
"Gene.435",0.168120229605769,-0.213843289403602,0.853842028122938,0.756888642692901,0.672487722449228,-0.514436688035229
"Gene.436",0.326171187587121,0.245639445666457,-0.127039579482338,-0.340193084321676,-0.14233703664495,0.486778066876431
"Gene.437",-0.191665859683762,-0.325692951731411,0.500478627549753,0.665846359963713,0.769962562894641,-0.319539864972543
"Gene.438",-0.372116402193828,-0.510404788074005,0.378651963784252,0.64903668947624,0.362041768688563,-0.724450910375239
"Gene.439",0.626262345434295,0.920071318927973,-0.22525190577991,-0.736708416425678,-0.630692793372528,0.679557919524339
"Gene.440",0.845067969398689,0.539002430087091,0.375619384509012,-0.226624243443093,-0.238206604422014,0.272236614436934
"Gene.441",0.154269483032176,-0.284463985145803,0.767459140435122,0.634431571872838,0.207405034645981,-0.716989694566548
"Gene.442",0.308545164283352,-0.0397906154110935,0.740854070884063,0.506484293609936,0.524446438521722,-0.289815515348196
"Gene.443",-0.0333450445825547,-0.308009561415872,0.632218994616487,0.690831849002549,0.808543955905174,-0.473070867373701
"Gene.444",0.82974608541765,0.917744659955093,0.141264904988041,-0.510903683569266,-0.392802966248992,0.496869845304726
"Gene.445",0.819166515111534,0.781615698960239,0.123009035357918,-0.466159732866407,-0.389704059197102,0.592916898105245
"Gene.446",0.29025664391387,-0.176092099268617,0.774590745110623,0.529658706950319,0.135722179136627,-0.696972988410167
"Gene.447",0.783885691046772,0.926084548622353,0.0798082811733539,-0.543729494180584,-0.372258614463484,0.543998023225644
"Gene.448",0.828902443361943,0.58085700526622,0.359716016689463,-0.273870914829492,-0.510437072266785,0.137386343754082
"Gene.449",0.914107781471418,0.752110166124017,0.366705115301534,-0.324928773760635,-0.316045519257621,0.364518684539054
"Gene.450",0.932849794910598,0.787030952957744,0.344012711458538,-0.358854612645773,-0.250636606083783,0.44540849231949
"Gene.451",0.233614934832378,-0.175523654936859,0.822254507123765,0.656614216364299,0.584794905995822,-0.50002041810617
"Gene.452",0.775199041508636,0.756368410892318,-0.0532050539582034,-0.633164023603732,-0.664691232187767,0.55259800450274
"Gene.453",0.602810804165725,0.687359808486216,-0.185629870137365,-0.662153232705055,-0.81548934153713,0.51740100000973
"Gene.454",0.940157654672424,0.736734877242203,0.408246076179439,-0.2884691958099,-0.236699425625299,0.387647572766807
"Gene.455",0.955966386128757,0.736446532596528,0.392262377423425,-0.32207212747795,-0.317064085054161,0.403372378646185
"Gene.456",0.0740169918046302,-0.186153418609394,0.714070690395219,0.700419521773915,0.727512094385898,-0.414276875463993
"Gene.457",-0.512928878641185,-0.572477393100225,0.383210059925149,0.769468999705468,0.624435925476314,-0.638238906754476
"Gene.458",0.908525248665659,0.572846046307609,0.332520273663462,-0.359207746403973,-0.443202858595467,0.266337996292657
"Gene.459",-0.0772693243609678,-0.233658603343859,0.588016023889576,0.700089342423915,0.703255240748575,-0.336095905152848
"Gene.460",0.938608158531794,0.73331758913405,0.382284146881654,-0.329315501278951,-0.3248559187057,0.387537508825386
"Gene.461",0.708860642742245,0.278424429267353,0.889652051972002,0.355496656426839,0.143901905038619,-0.246696573384258
"Gene.462",0.944917421239663,0.816839128197306,0.376116434481175,-0.36145328392546,-0.356947715396593,0.331376091458915
"Gene.463",0.92366754202122,0.716270536050333,0.314099379257457,-0.379657480515086,-0.41198831383856,0.421163772835103
"Gene.464",-0.307503611171335,-0.605976796818995,0.319042541761482,0.628388400815815,0.57961444002247,-0.298592811173311
"Gene.465",0.552803260060677,0.0612614634469651,0.901731997521816,0.475874994306618,0.108076680560239,-0.475380617109038
"Gene.466",-0.737518586898102,-0.488689764472541,-0.163211729392503,0.419002692461446,0.537229105649021,-0.237544375133475
"Gene.467",-0.162128254399404,-0.259869441449962,0.561421269326201,0.654974788631581,0.420195743067506,-0.670435853323585
"Gene.468",0.934919202184594,0.7912719166309,0.331264329396743,-0.386448410644742,-0.419523135001016,0.407297960848687
"Gene.469",0.930062758222487,0.725822833813517,0.402347463091374,-0.286470870540026,-0.24350829996479,0.419149151819791
"Gene.470",0.263872954258898,0.0837498853484221,-0.107415021423283,-0.21873017707856,-0.0471225576286295,0.543609361693347
"Gene.471",0.899513633837374,0.681955649949424,0.249980259224529,-0.408749700032047,-0.39891314777076,0.466839615707124
"Gene.472",0.761142755496488,0.957656993382782,0.0646610953146615,-0.545702353973187,-0.426651930536383,0.533432495454298
"Gene.473",0.435796335667124,0.709150133719577,-0.36165962158322,-0.687701513127743,-0.617586915247009,0.731367641753416
"Gene.474",0.323395046983697,-0.0897557263567406,0.867073680057877,0.627347995783989,0.43782455884062,-0.547780316644232
"Gene.475",0.684785691594724,0.930853255496751,-0.068418282077686,-0.616568749024744,-0.379628745960173,0.65273535537623
"Gene.476",-0.670024447779867,-0.47946693263698,-0.0178300527804914,0.499998421291652,0.452727106033052,-0.336514979474748
"Gene.477",0.89109872517085,0.911959196942959,0.229544418994396,-0.466401338428441,-0.379235160068844,0.461596560572044
"Gene.478",0.707501006446593,0.794007104382892,-0.110186116066057,-0.641143262610811,-0.670213223395766,0.66699246287384
"Gene.479",0.748338310277607,0.525903824121114,0.0954388967923379,-0.448597877129101,-0.682467488919927,0.381191005981733
"Gene.480",0.375328230214921,0.817355156482638,-0.336925436425671,-0.652884099201439,-0.351109561725979,0.663434099692874
"Gene.481",0.890062388534821,0.62590259612538,0.304925840549141,-0.39385793882226,-0.505371760241533,0.224284535562006
"Gene.482",0.794341245670463,0.914091527183826,0.0852164413164552,-0.529590033887127,-0.311653236839036,0.564513606574771
"Gene.483",0.882167306655657,0.726112994312431,0.292431459379468,-0.342107213947727,-0.308019623130801,0.495619621180547
"Gene.484",0.948753334625772,0.766589724818157,0.310611250628545,-0.396739916377933,-0.44707423170274,0.437231866324286
"Gene.485",0.300131097098323,0.493113363377978,-0.547794868123803,-0.76562416604975,-0.630396735206314,0.724780931290262
"Gene.486",0.480322449463535,-0.00459214999012424,0.839249350996677,0.485044012228586,0.0987466546900618,-0.401965138826136
"Gene.487",0.472484689882894,0.18227579677877,-0.0439415747282011,-0.379812058251626,-0.38972689991177,0.277938177353494
"Gene.488",0.404450481188424,0.668328583656058,-0.251751430737691,-0.541824641303801,-0.2647902068345,0.773162864894211
"Gene.489",-0.313404231277804,-0.357259461639319,0.321505493991557,0.51857928065187,0.283490912936556,-0.715468087680577
"Gene.490",0.763211717702921,0.343655243781573,0.8468711867254,0.263473826650336,0.0480381895608493,-0.249246387034549
"Gene.491",0.947414140679546,0.657691522591284,0.469816444764553,-0.260149537818939,-0.424109212306798,0.156211785720426
"Gene.492",0.567338170849932,0.627177367943982,-0.164734041774088,-0.566657879315149,-0.599046282654888,0.679445086210531
"Gene.493",0.924328431321134,0.690016000739435,0.342291860396009,-0.370150444104408,-0.566571558686761,0.245709178108601
"Gene.494",0.166122720494633,0.48041879243356,-0.558982548411039,-0.662782853770203,-0.377904991362451,0.778531106981992
"Gene.495",0.855597596422569,0.638226312558392,0.369581328304072,-0.275194421089051,-0.141256944396906,0.366742297185014
"Gene.496",-0.371086741806225,-0.566133792527598,0.370001710481055,0.681642833760703,0.498682892006961,-0.587860214390674
"Gene.497",-0.468024621528255,-0.689223601572631,0.316599446056792,0.736251221264778,0.792995030369312,-0.395436284867476
"Gene.498",0.941373362313911,0.700291836283691,0.389214865042164,-0.302955601578135,-0.416033913532235,0.338151287646124
"Gene.499",0.609932977120157,0.633267854504581,-0.0674693834408973,-0.52387665972542,-0.359932799940556,0.633777714864741
"Gene.500",0.770743245019768,0.55342192123424,0.270554101165092,-0.277333358714855,-0.220608566443816,0.485353617376036
"Gene.501",0.918860097729431,0.703133708646984,0.395483441967282,-0.282529305716517,-0.241016841929498,0.37757971445216
"Gene.502",0.962756507725328,0.680830099443231,0.458871910433614,-0.264202433973061,-0.304569089957021,0.316140829596974
"Gene.503",0.956935480560075,0.681555243521604,0.448342461785878,-0.295743155724038,-0.33058579963591,0.241634023812671
"Gene.504",0.900189962929031,0.55766734784337,0.48556178172038,-0.18117035599045,-0.182124693995221,0.301029674239207
"Gene.505",0.146077692994068,-0.253048630734222,0.810520257060585,0.692503603587878,0.314818910393413,-0.671577028582647
"Gene.506",0.913923555100173,0.871470114459522,0.293358587490778,-0.424640587396803,-0.411627891579489,0.366147751828078
