gene,index,AD.043T2.A7.1,AD.111T2.A8.1,AD.114T1.A9.1..,AD.115T1.A12.1..,AD.118t1.A13.1,AD.119t3.A195.8,AD.120t1.A226.8..,AD.122t3.A197.8,AD.123T1.A25.1..,AD.127T1.A14.1,AD.130T1.A1.1,AD.131T1.A15.A200.1.,AD.136t2.A201.8,AD.157T1.A246.10..,AD.158t1.A247.10..,AD.159t1.A229.8,AD.162t2.A230.8,AD.163t1.A203.8..,AD.164t1a.A206.8..,AD.167t1..d.dup..A210.8..,AD.169t2.A211.8..,AD.170t1.A251.10...,AD.172t2.A213.8..,AD.173T1a.A23.1,AD.177T1.A21.1,AD.178T2.A22.1..,AD.179t1.d.dup..A214.8..,AD.183t1.A215.8..,AD.185t2.A232.8,AD.186T1.A27.1,AD.187T1.A11.1..,AD.188t1.A216.8,AD.201t1.A138.4,AD.202t2.A139.4,AD.203t1.A140.4..,AD.207t1.A142.4,AD.208t1.A143.4,AD.210t1.A144.4,AD.212t1.A145.4,AD.213t1.A146.4,AD.218t1.A147.4,AD.221t1.A148.4,AD.224t1.A149.4,AD.225t1.A150.4,AD.226t2.A151.4,AD.228t2.A152.4..,AD.230t1.A153.4,AD.232t1.A154.4,AD.234t1.dup..A155.4,AD.236t1.A156.4,AD.238t2x.A157.4,AD.239t1.A158.4,AD.240t1.A159.4,AD.241t1x.A160.4,AD.243t1x.A161.4..,AD.247t1.A164.4,AD.249t1x..d..A165.4,AD.250t1.A166.4,AD.252t1.A167.4,AD.253t1.A168.4,AD.255t1a.A169.4...,AD.258t1a.A170.4....,AD.259t1.A171.4,AD.260t1a.A172.4..,AD.261t1b.A173.4,AD.262t1a.A259.10..,AD.266t1.A90.3,AD.267t1.A91.3,AD.268t1.dup.b4..A93.3...,AD.269t1.A94.3,AD.275t1.A95.3,AD.276t1.dup.b4..A96.3..,AD.277t1.A97.3,AD.283t1.A99.3,AD.285t2c.A263.10,AD.287t1.A101.3,AD.294t1.dup.b4..A104.3..,AD.295t1.A105.3,AD.296t21.A106.03..,AD.299t1.A235.8..,AD.301t1.A237.8..,AD.302t3.A238.8..,AD.304t1.A240.8,AD.305t1.A415.7,AD.308t1.A241.8,AD.309t1.A242.8,AD.311t1.A266.10..,AD.313t1.A268.10,AD.314t1.A269.10,AD.315t1.A270.10,AD.317t1.A271.10,AD.318t3.A107.3,AD.320t1.A272.10,AD.323t1.A273.10,AD.327t1.A276.10..,AD.330t2.A279.10,AD.331t1.A219.8,AD.332t1.A220.8,AD.334t1..d.dup..A221.8..,AD.335t1.A222.8..,AD.336t1.A223.8,AD.337t1.A224.8,AD.338t1a.A121.3..,AD.340t1a.A122.3..,AD.341t1a.A123.3..,AD.346t1a.A124.3..,AD.347t1a.A125.3..,AD.350t1a.A126.3..,AD.351t1.A127.3,AD.352t1.A128.3,AD.353t1.A129.3,AD.355t2.A174.4,AD.356t1.A175.4,AD.360t1.A176.A406,AD.361t1.A177.4,AD.362t1.A282.10,AD.363t1.A283.10,AD.366t1.A109.3,AD.367t1.A110.3,AD.368t2.A285.10,AD.370t1x.A112.3,AD.374t1.A114.3,AD.375t1.A115.3..,AD.379t1.A116.3..,AD.382t1.A117.3..,AD.383t1.A118.3..,AD.384t1.A120.3..,AD.AD10T1.A389.7,AD.AD15T1.A390.7,AD.AD16T2.A391.7,AD.AD18T1.A392.7,AD.AD19T1.A393.7,AD.AD1T1.A383.7,AD.AD2T1.A384.7,AD.AD31.A289.10,AD.AD3T1.A385.7,AD.AD4T1.A386.7,AD.AD5T1.A387.7,AD.AD7T1.A388.7,NL.1179.A408.7,NL.1675.A409.7,NL.1698.A410.7,NL.1884.A411.7,NL.2378.A412.7,NL.2562.A413.7,NL.268n1.A92.3,NL.279n1.A98.3,NL.3104.A331.6,NL.3681.A332.6,NL.4083.A333.6,NL.4353.A334.6,NL.504.A407..7,NL.6084.A335.6,NL.6853.A336.6,NL.6943.A337.6,NL.7530.A338.6,SQ.1174.A317.5,SQ.1670.A318.5,SQ.2557.A320.5,SQ.2572.A321.5,SQ.2921.A322.5,SQ.3197.A323.5,SQ.3529.A324.5,SQ.3624.A325.5,SQ.4172.A326.5,SQ.4389.A327.5,SQ.5897.A328.5,SQ.6147.A329.5,SQ.7324.A416.7,SQ.SQ10t1.A362.6,SQ.SQ13t1.A364.6,SQ.SQ14t1.A365.6,SQ.SQ20t1.A366.6,SQ.SQ4t1.A358.6,SQ.SQ5t1.A359.6,SQ.SQ6t1.A360.6,SQ.SQ8t1.A361.6,COID.1429.A303.5,COID.2260.A304.5,COID.3580.A302.5,COID.4385.A301.5,COID.4518.A305.5,COID.9794.A300.5,COID.COID10t1.A347.6,COID.COID11t1.A348.6,COID.COID12t1.A349.6,COID.COID13t1.A350.6,COID.COID14t1.A351.6,COID.COID16t1.A352.6,COID.COID18t1.A353.6,COID.COID3t1.A340.6,COID.COID4t1.A341.6,COID.COID5t1.A342.6,COID.COID6t1.A343.6,COID.COID7t1.A344.6,COID.COID8t1.A345.6,COID.COID9t1.A346.6
AGER,1,-0.429620906,-0.357079596,-0.310044032,-0.432367508,-0.260062516,-0.28870249,-0.386372995,-0.393715726,-0.414636419,-0.235276645,-0.33758758,-0.393815401,-0.279709582,-0.408500864,0.118115821,-0.190666509,-0.241678001,-0.294306444,-0.407182938,-0.153044703,-0.386417295,-0.304081912,-0.382507817,-0.152900727,-0.41068264,-0.194863937,-0.124404729,-0.459556656,-0.423640401,-0.401556833,-0.396916404,-0.400870182,-0.421159599,-0.217778131,-0.085121671,-0.364677052,-0.048684891,-0.314440811,-0.190356408,-0.368442556,0.055907495,-0.366692704,-0.295568995,0.144086718,-0.188673007,-0.160620009,-0.032338178,-0.154406929,-0.263916619,-0.433187059,-0.404724286,-0.266441721,-0.241589401,-0.27685223,-0.354100419,-0.213724678,-0.447983271,-0.270273674,-0.400781582,-0.365718103,-0.161368679,-0.247331793,-0.376660212,-0.109763567,-0.429000706,-0.354809219,-0.290097941,0.140099715,-0.419867589,-0.296875846,-0.44669857,-0.414115893,-0.331784275,-0.356725196,-0.263030618,-0.425921853,-0.309534582,-0.462070683,-0.221809434,-0.430174657,-0.343944635,-0.411911966,-0.407980338,-0.244734703,-0.287927239,-0.256075513,-0.361476375,-0.331540625,-0.094867679,0.198952313,0.133764809,-0.031607227,-0.3620412,-0.102797386,-0.113019619,-0.280219033,-0.387580171,-0.384501319,-0.443497893,-0.424039101,-0.387070721,-0.406385537,-0.312513759,0.003389802,-0.406363387,-0.016899615,0.359019421,0.344289658,-0.244712553,-0.371853658,-0.317918364,-0.176335447,0.018230314,-0.373049759,-0.130196959,-0.377812013,2.919572611,-0.3620412,-0.370790457,-0.464219235,-0.382729317,-0.476268845,-0.41574392,-0.368420406,-0.309656407,-0.415334144,-0.371167008,-0.159036283,-0.372739659,-0.348507539,0.036614829,-0.007175757,0.012626359,-0.429222206,-0.401977683,-0.332470926,0.560019762,-0.344852786,0.254571009,3.912646532,1.266561045,3.252221586,1.230412216,1.250945282,4.872096724,0.29140649,2.998913977,3.470820117,4.109914595,2.85761901,3.243649529,1.842594421,2.867719418,4.912852758,4.379103767,1.227178313,-0.448337672,-0.456776829,-0.315415412,-0.427826755,-0.456378128,-0.329059823,-0.312668809,-0.381267416,-0.394291627,-0.361110899,-0.452967025,-0.437218362,-0.484929502,-0.212882977,-0.426874304,-0.181540701,-0.465060935,-0.438946064,-0.469291589,-0.465304586,-0.435490661,-0.363724602,-0.238953549,-0.399164631,-0.348906239,-0.272112126,-0.254591461,-0.381599666,-0.347089938,0.104571085,-0.290784591,-0.279333032,-0.380359265,-0.362594951,-0.314285761,-0.421447549,-0.237646697,-0.359294598,-0.354377294,-0.208142873,-0.350545341
PECAM1,1,-0.468310972,-0.068108896,0.006138831,0.025496336,0.025328385,0.55262216,-0.282416474,-0.353109309,-0.228336401,0.830619963,-0.679432919,-0.693838595,-0.047094542,-0.163095535,0.128969541,-0.339496579,0.194010082,-0.41819316,-0.649979072,-0.424828039,-0.525784434,-0.709042609,-0.428554517,0.128696783,-0.054982363,-0.393255074,0.117984775,-0.625165805,-0.353184322,-0.627999915,-0.616333223,-0.764030822,-0.627644709,-0.230854211,0.015383583,-0.422914932,-0.13567056,0.135613033,0.047532246,-0.588330263,-0.445450945,-0.333679737,-0.463797612,0.926146931,-0.297434346,-0.046441763,-0.191619451,0.100858109,-0.357403609,-0.753735268,-0.043145334,0.306160543,-0.290873218,-0.538700602,-0.474422188,-0.018332934,-0.497863276,-0.141544134,-0.125307933,0.022346273,-0.25950547,-0.441142256,0.443003083,-0.204364296,0.019602323,0.068723827,0.962119758,0.015299955,-0.650325894,0.82702893,-0.63279557,0.213341944,-0.170058261,-0.093829758,-0.203129243,-0.699279286,0.160672794,-0.176870834,-0.181113189,-0.734868525,-0.507388356,-0.777419071,-0.608132412,0.422935128,-0.249500504,-0.573930346,0.537894328,-0.281995843,-0.304530649,0.334411382,-0.405951374,0.237190217,-0.621070526,0.460782404,-0.027095046,-0.408194979,-0.492768893,-0.36137519,-0.560454864,-0.867894205,-0.446585197,-0.379261697,0.242830039,0.389642342,-0.72656572,0.644514256,0.246874898,0.320954822,-0.062119474,-0.284935357,-0.214028208,-0.314236999,0.251004448,-0.373109387,-0.226354717,-0.875097812,1.394924512,-0.482586132,-0.134844155,-0.450578027,0.812575531,-0.774029182,-0.432544655,0.099601365,-0.460254049,-0.673744812,-0.535888026,-0.103104045,-0.448202039,-0.065111218,0.262590957,0.290509391,0.833816826,-0.377294878,-0.424216852,0.057308549,0.18687699,-0.671691515,-0.184693019,3.564814748,2.035189854,2.128861879,2.878909786,2.301711628,3.041068869,1.249886603,4.208795613,3.508854179,3.890277917,2.019277941,3.773743626,1.206729108,3.229884582,2.657015737,3.291945977,1.640731084,-0.402293723,-0.967860633,-0.631786257,-0.72596716,-0.636424957,-0.185092171,-0.453827435,-0.398089847,-0.485879801,-0.731804497,-0.753103107,-0.393498549,-0.53945938,-0.488393867,-0.822568368,-0.659214159,-0.975010585,-0.395849595,-0.537123179,-1.103363796,-0.783822475,-0.218631452,-0.289563542,-0.384461604,-0.590326443,-0.129241927,-0.502218654,-0.81133259,-0.117037507,-0.61708477,-0.818047565,-0.271565489,-0.483420291,-0.799671083,-0.708168662,-0.878191654,-0.10925427,0.133986602,-0.688239087,-0.28998619,-0.729945388
FHL1,1,-0.389885072,-0.456302469,-0.414195033,-0.534949416,-0.464206935,-0.310293566,-0.558961095,-0.467637175,-0.497117351,-0.342458279,-0.464256648,-0.199307909,-0.53842937,-0.58697472,-0.165776072,-0.03090302,-0.238855094,-0.5436493,-0.589360974,-0.227520388,-0.489461454,-0.678190926,-0.359808332,-0.281658521,-0.511683442,-0.404625161,-0.289463559,-0.349095047,-0.636961765,-0.600471968,-0.607382161,-0.400623214,-0.332614982,-0.241092207,-0.40283547,-0.467488034,-0.261126796,-0.435522176,-0.492444271,-0.503530408,-0.164682372,-0.42582802,-0.191627155,-0.008631318,0.259921659,-0.295553478,-0.165726358,-0.000726853,-0.428562269,-0.572632341,-0.521825021,-0.226923825,-0.247554977,-0.339425748,0.619226849,-0.468432592,-0.611011255,0.058233501,-0.60544333,-0.25610572,-0.082142849,-0.456401896,0.741845494,-0.036843798,1.052008771,0.293876061,-0.392370753,-0.267142144,-0.625461513,-0.238357958,-0.687470803,-0.492941407,-0.56616957,-0.508650911,-0.119094983,-0.394607866,-0.383148877,-0.528337505,0.226439535,-0.642703688,-0.559184806,-0.449814842,-0.37735724,0.379284061,-0.265700449,-0.371739601,-0.49634679,-0.426772579,-0.374970986,0.039491466,-0.134456491,-0.598284569,-0.519935903,-0.163837241,-0.332291843,-0.529679773,-0.479916439,-0.266943289,-0.577429705,-0.669872182,-0.632338399,-0.626820187,-0.296522893,-0.085737143,-0.501964429,-0.211711457,-0.020363733,-0.176638498,-0.388990227,-0.468184024,-0.221952463,-0.388791373,1.607061341,0.296088317,0.510677159,-0.511086879,2.981394375,-0.396695838,-0.505419526,-0.61876658,0.433123912,-0.74235464,-0.385062851,-0.600074259,-0.442183801,-0.595749174,-0.524807838,-0.29125325,0.048340491,-0.321081422,-0.012160985,0.653156395,0.049782186,-0.713968163,0.030045878,-0.510241747,1.027499956,-0.448944853,0.124253189,4.951644574,2.722286986,3.120592511,3.147835575,3.567567672,3.680715871,0.506302361,2.109666043,2.940927488,3.83298869,2.414509962,3.681312435,1.01725895,2.90717194,2.304792002,2.806104149,1.016910955,-0.363139145,-0.563733603,-0.377556095,-0.577056853,-0.59679316,-0.262469064,-0.360504323,-0.611309537,-0.540268774,-0.511434874,-0.422894916,-0.667983064,-0.553293742,-0.543201877,-0.518444494,-0.225680985,-0.69607126,0.829291752,-0.03020703,-0.721077211,-0.718392675,0.057040374,-0.148923155,0.098700388,-0.572781481,-0.072016184,-0.227072966,-0.103385479,0.302078809,0.80880974,-0.511832583,-0.072016184,0.13663188,0.124601184,-0.329184742,0.125346888,-0.387548532,0.16258239,-0.438703848,-0.247902973,0.12151894
CAV1,1,-0.451587646,-0.527244327,-0.195055864,-0.524038269,-0.43074827,-0.482610972,-0.516588899,-0.363578213,-0.44006784,0.424954878,-0.506059199,-0.450141777,-0.039703498,-0.332161988,-0.060212839,-0.23508444,0.251953478,-0.592151284,0.095611006,-0.33348213,-0.334943715,0.294880079,-0.444986939,-0.213490697,-0.451744806,-0.101875876,-0.181901597,-0.519134886,-0.61669963,0.204554111,-0.561662302,-0.647345772,-0.323376761,-0.337804022,-0.398530531,-0.607741527,-0.288550171,-0.421821599,-0.38815799,-0.532650621,-0.37162479,-0.469378125,-0.468340871,0.00156664,-0.38620921,-0.157824731,-0.032002673,-0.210567527,-0.252780623,0.247835893,-0.42832801,-0.532462029,-0.446338512,-0.450361801,-0.335415194,-0.362352367,-0.575083741,-0.196548881,-0.562479532,-0.16137654,-0.114018035,-0.246997146,-0.117591847,-0.08216805,0.284359808,-0.387199316,-0.043475331,-0.198120478,-0.555700606,-0.428202283,-0.404911215,-0.09067039,-0.405979901,-0.299677078,-0.41779831,4.117233495,-0.445599862,-0.174295067,-0.116208841,-0.626333519,-0.547879396,-0.338134057,0.687757333,-0.069469546,-0.476041696,-0.620377167,-0.261880169,-0.284778338,-0.320705046,-0.12412969,0.06895672,-0.354085767,-0.618051203,-0.023956096,0.100435809,-0.470383947,-0.067206446,-0.249668861,-0.630026772,-0.598311945,-0.430685406,-0.286852846,-0.436390303,0.077757663,0.511439862,0.112851425,-0.106024893,0.149406772,-0.525106955,-0.460168566,-0.555030162,-0.291064726,-0.093892164,-0.24034929,-0.186364932,-0.642913868,2.061270268,-0.552578471,-0.552578471,-0.624714775,0.05503237,-0.753585731,-0.525987049,-0.531251899,-0.532021982,-0.483223894,-0.582815998,-0.206198487,-0.490594684,-0.189822446,-0.076038821,0.536192515,-0.317404692,-0.695970984,-0.491034732,-0.330983291,0.944116239,-0.625500573,0.148573825,3.318547888,2.336425475,4.211466453,2.830975627,2.105306417,3.895575451,0.760899458,2.770594869,3.560919581,3.086863054,3.32489714,2.999733715,1.074967407,2.859138645,2.535798274,3.628372525,1.438037752,-0.455893822,-0.03357427,-0.077767578,0.602010999,-0.260575744,0.322518184,-0.25824978,-0.600417885,0.045131309,-0.354745838,-0.641310839,-0.422073054,-0.372976363,-0.510679694,-0.356663186,-0.075190159,0.372683561,-0.071984101,-0.134596526,-0.698611267,-0.36807298,-0.555753097,-0.400730767,-0.373510706,-0.603498215,-0.44354107,-0.319227745,-0.651117605,-0.484622616,-0.484591184,-0.491537643,-0.586996446,-0.535008016,-0.602555256,-0.551666945,-0.640273585,-0.490468957,0.335719599,-0.581370129,-0.41292636,-0.610947585
VWF,1,-0.352429366,-0.587028028,-0.372769353,-0.378320306,-0.464015672,-0.085173273,-0.452832731,-0.355994941,-0.328361731,0.292939803,-0.298054339,-0.656678304,-0.453562053,-0.70817656,0.097197811,-0.264505515,-0.27657985,-0.184036958,-0.659798183,-0.111753018,-0.575399389,-0.314909787,-0.655179142,-0.109484016,-0.557936173,0.319884209,-0.163696971,-0.35640012,-0.145382878,-0.755663543,-0.591363443,-0.651046316,0.091565822,0.155665146,-0.192059503,-0.454939662,0.221466221,0.043268481,-0.526008065,-0.718468107,-0.296433623,-0.732892481,-0.458748345,0.855976592,0.147237422,-0.375524571,-0.355913905,-0.316530503,-0.158753786,-0.230308404,-0.170017764,0.204448702,-0.014266942,-0.481519407,-0.151784707,-0.550723986,-0.48281598,-0.089225064,-0.485976376,-0.323661654,-0.19524421,-0.380893193,0.016283557,-0.550521397,0.37438079,-0.270542683,0.079734594,-0.290355937,-0.558638753,0.117740388,-0.48840745,-0.340598138,-0.680381278,-0.599912721,-0.521389024,-0.849665079,-0.456681932,0.588477392,-0.141452642,-0.556518046,-0.328888464,-0.771789668,-0.503561146,0.038244261,-0.486624663,-0.475117578,0.137067428,-0.181767956,-0.543673871,-0.108511586,-0.403319853,0.118550746,-0.709230025,0.614246779,-0.176298039,-0.552830917,-0.481762514,0.240509636,-0.603397261,-0.71125592,-0.726652724,-0.790995155,-0.262884799,0.747348092,-0.506924132,0.390750023,-0.30190354,-0.254092414,-0.221070322,-0.435328997,-0.385167832,-0.525278743,0.504119117,-0.651856674,0.415222836,-0.740671918,2.223698947,-0.200163084,-0.614661238,-0.711904207,1.061726507,-0.898610707,-0.315193412,-0.671548375,-0.588648744,-0.811213589,-0.61713283,0.120576641,-0.114751343,0.377703258,-0.008108221,1.296325169,0.888066772,-0.758580832,-0.171314337,0.129247473,-0.400240492,-0.447484368,-0.280874748,2.109438459,2.010250631,1.457019174,4.512636359,3.52497194,2.892082285,3.869131013,1.692104051,3.404309623,2.261380597,4.242138834,2.101577985,1.957739427,1.714713042,3.107394425,4.31004684,0.153963394,-0.504047361,-0.827380232,-0.641889269,-0.583300381,-0.300728521,0.085326065,-0.245056921,-0.180795526,-0.741725384,-0.860523877,-0.505830149,-0.628194218,-0.453562053,-0.537272042,-0.456479342,-0.264262407,-0.645616916,0.064175719,-0.264100336,-1.00387622,-0.765144732,-0.068074718,-0.235251588,0.152180606,-0.684270996,0.515869309,-0.198785475,-0.720980217,0.444962978,-0.371310709,-0.402671566,-0.306076884,-0.135172367,-0.417420083,-0.332656629,-0.423335697,-0.155350283,2.343712977,-0.164993544,0.563761471,-0.60882666
AOC3,1,-0.60685815,-0.226190498,-0.05184808,-0.336146457,-0.494437349,-0.013973693,-0.365784668,-0.246390171,-0.068560905,0.387494813,-0.422175423,-0.43882813,-0.754868851,-0.587740602,0.114558752,-0.088520106,-0.162224866,-0.369211399,-0.572590847,-0.385984342,-0.458426622,-0.814305187,-0.057679533,-0.053050442,-0.273683777,-0.385022453,-0.295566757,-0.514877495,-0.477123344,-0.376245214,-0.551549521,-0.337408937,-0.709780294,-0.279575349,-0.13210571,-0.366265613,0.001777243,-0.145031097,-0.606497441,-0.551910229,-0.279094404,-0.128919452,-0.38321891,0.218683258,0.123095519,-0.297610771,-0.549144798,0.027748251,-0.160421324,-0.694269831,-0.281378891,0.187421859,-0.296167937,-0.590506033,0.283911369,-0.536520002,-0.159098726,0.261126619,-0.511029938,-0.265507719,-0.248834572,-0.332689668,1.278083978,-0.019504556,1.347700709,-0.203525984,0.276997791,-0.181342414,-0.488545778,0.176119661,-0.777833955,-0.413578538,-0.422656368,-0.0455958,-0.383699855,-0.532311737,-0.388509301,-0.865726581,-0.252462097,-0.651946706,-0.625013808,-0.200940906,-0.304704704,-0.006519051,-0.410632753,-0.076376255,-0.280657474,-0.483255387,-0.196612405,0.676662754,-0.493234988,-0.101385374,-0.404741181,-0.310836748,-0.339272597,-0.445260764,-0.572230138,-0.187354221,-0.786250486,-0.538564016,-0.468466341,-0.481572081,0.076744483,0.426872152,-0.390072371,0.258301069,0.527569928,-0.184228082,0.271226456,-0.246269935,0.219524911,-0.361696639,1.775981876,-0.476221572,0.33699563,-0.499487268,1.602962056,-0.379972534,-0.245788991,-0.607579567,1.178528446,-1.003276737,0.989216627,-0.466362208,-0.326226975,-0.529786777,-0.292801325,-0.524376151,-0.307590372,0.107585055,-0.032850768,0.69553983,0.564843135,-0.596517841,-0.59435359,-0.477604288,0.494144278,-0.206832478,-0.250838909,3.389911721,2.395318286,3.39556282,3.53768195,1.425493498,4.492356983,0.945631022,1.1836986,3.73631207,2.690017091,3.288672883,3.239857006,0.922184973,3.142345488,2.233841136,4.839478749,0.181049343,-0.783124346,-0.498645615,-0.255287646,-0.673348741,-0.640163563,-0.12026245,-0.452835641,-0.610825943,-0.386946231,-0.691624636,-0.812942911,-0.702325653,-0.636316007,-0.334763742,-0.806931104,-0.605054608,-0.913700805,-0.61311043,-0.548062672,-0.779276789,-0.78769332,-0.490469556,0.28421196,-0.698838805,-0.582209739,-0.039223284,0.508813089,-0.507903798,-0.12398977,0.834172111,-0.355564596,-0.227272623,-0.795027725,-0.310836748,-0.673108269,-0.865967054,0.159046127,-0.525818984,-0.491190973,-0.073851296,-0.663850085
EMP2,1,-0.583120746,-0.330615674,-0.424204946,-0.327706545,-0.699780519,-0.31168792,-0.567323068,-0.367734693,-0.886461934,-0.462999476,0.521022767,-0.494594832,-0.477213704,-0.648870754,0.341651,0.528534949,0.963026322,0.67905478,-0.567728137,0.046742605,0.172976729,-0.125382115,0.73257908,0.26314133,-0.599507614,0.372657165,-0.05211256,-0.42890006,-0.478392085,-0.450589646,-0.113443637,0.045361689,-0.444624089,-0.393474965,0.171117095,-0.64800538,-0.141117191,-0.375578295,-0.501628297,-0.174038226,-0.613464071,-0.639940831,-0.527810462,-0.328185262,-0.257445545,0.297001387,-0.374031669,-0.258918522,-0.592989691,-0.601606606,-0.139018199,0.102770966,-0.015950976,-0.533260476,0.352477381,-0.496841122,-0.298320655,-0.250448904,-0.085401838,-0.662698325,0.668110562,-0.476355695,-0.701548092,0.168392088,0.045877231,-0.306219494,-0.488371504,0.09323344,0.285482707,-0.634822236,-0.356392771,0.662373317,-0.661556768,-0.434018655,-0.582862975,-0.674850385,-0.357405442,-0.065590298,-0.19563575,-0.774607748,-0.349267245,0.340619917,-0.539741575,-0.268603345,0.199435077,0.739686194,-0.491225397,-0.491133336,-0.468081247,0.11238214,-0.195764635,0.308030302,-0.689248734,-0.650030723,0.028367218,-0.374694509,0.07375332,-0.006523923,-0.398170079,-0.578149449,-0.690832184,-0.25457324,-0.233785853,-0.171902409,-0.34206807,-0.134415146,0.524097606,0.245299897,-0.033994943,-0.524680386,0.100487851,-0.037161844,0.519292019,-0.568630335,0.05651949,0.28836606,3.024936264,-0.366777258,-0.482332299,-0.681036888,-0.572773083,-0.524238493,-0.453148943,0.083346082,-0.396973285,-0.488021672,-0.523686126,0.274409603,-0.680374048,-0.539667926,0.09772602,0.515977821,-0.216901854,-0.050639583,-0.351200527,-0.569201114,0.1053855,-0.310656837,-0.038818943,4.260248373,1.195093838,2.194435042,1.104468932,2.182688051,3.917633938,-0.030128379,1.658124139,3.259544666,3.793425157,2.709203658,4.437484323,2.019077138,3.53171398,3.204565802,4.23491317,1.093568903,-0.367513746,-0.618251246,-0.530645942,-0.16000812,-0.320636255,-0.275894581,-0.563456504,-0.357460679,-0.253726278,0.004191984,-0.42090916,-0.261054338,-0.657874325,-0.271033757,-0.505936754,-0.157393586,-0.157504059,-0.607682636,-0.35256303,-0.983770473,-0.312792653,-0.7951926,-0.65216654,-0.813936232,-0.707845068,0.072353992,-0.135740825,-0.819349422,-0.416453405,0.49115816,-0.363499884,-0.462704881,-0.820527804,-0.981266412,-0.937150753,-0.942674416,-0.721322807,-0.868841447,0.252867316,-0.085217716,-0.875801263
RAMP2,1,-0.645381689,-0.036806032,0.090187428,-0.19188961,-0.28831057,-0.126433104,-0.653939375,-0.713973835,-0.334561275,-0.076916106,-0.50937326,-0.264531959,-0.351154042,-0.033539739,0.468358798,-0.280602119,-0.45580606,-0.041966774,-0.460117566,-0.180718889,-1.121476513,-0.62900711,-0.296933583,-0.451886509,-0.394791712,0.080519202,0.48155462,-0.403414725,-0.48794638,-0.361214223,-0.639110407,-0.502056765,-0.326068914,-0.01982131,-0.204758803,-0.723772713,-0.084755209,-0.067509183,-0.040986887,-0.518780183,-0.716064263,-0.464821028,-0.400932343,0.191442502,-0.199075454,-0.363435302,-0.425494864,-0.145638905,-1.031588138,-0.650346453,-0.652567533,-0.280732771,-0.655049915,-0.275768006,-0.550071267,-0.353505773,-0.3250237,-0.10474492,-0.558236999,-0.41452012,-0.388128475,-0.455054813,-0.452017161,-0.575940306,-0.525574072,-0.32423979,0.447911805,-0.298370752,-0.620819167,-0.044775786,-0.706265385,-0.59808577,0.102991296,0.164005643,0.133825099,-0.780606207,-0.085147164,0.282506743,-0.416806525,-0.646688206,-0.138975668,-0.654919263,-0.718807949,-0.052614889,-0.564638933,-0.594950129,0.720385943,-0.139498275,-0.236964449,-0.13453351,-0.074433724,0.073594661,-1.005457796,-0.032886481,0.325360503,-0.576397587,-0.163799492,-0.752646741,-0.94032792,-1.042889511,-0.744676987,-0.670989423,0.055695377,0.756707118,-0.44398208,0.266697886,-0.099845481,0.188829468,0.383631165,-0.296933583,-0.019298703,-0.556146572,-0.093508873,-0.392701285,-0.113237281,-0.768847553,2.610458879,-0.605402266,0.023816361,-0.440127855,0.72972754,-0.693069562,-0.129438093,0.05282104,-0.186010283,-0.189929834,-0.188427339,-0.051308372,-0.285958839,-0.189407227,-0.366178988,0.845354302,0.035052408,-0.612196155,0.533619326,-0.36173683,1.04485946,-0.091679749,-0.19724633,2.001621919,1.44334717,3.765028024,2.483334767,1.263831723,5.630603765,1.262002599,3.407434298,2.295588262,3.075970915,1.291660537,2.261488166,1.32406216,2.606278024,5.400656758,3.775349509,1.089150389,-0.460640173,-0.902634902,-0.526749938,-0.581754307,-0.288571874,0.020942023,-0.548438121,-0.387475217,-0.389826947,-0.259697846,-0.688496752,-0.353897728,-0.568689136,-0.370621146,-0.602005321,-0.326199566,-0.701169968,-0.259828498,-0.567121315,-0.67686875,-0.715672308,0.363510802,-0.371405057,0.103252599,-0.579010621,0.534011281,-0.503885889,-0.395444971,1.236002909,0.244095141,0.103383251,0.031655463,-0.232130336,-0.580317138,0.350053676,-0.668376389,-0.201165881,1.046035325,0.113704736,-0.335083882,-0.551312459
