"MEturquoise","MEyellow","MEbrown","MEblue","MEgreen","MEgrey"
0.0239544335299695,0.0365516337797951,-0.00334852963277399,-0.0224550998259547,-0.0368480396950742,0.0604992697409886
0.03845679129793,0.01936760124114,-0.00515446298188693,-0.0420678199260125,-0.00335548242923229,0.0184400484193902
-0.00245400634769502,-0.0231868289343842,-0.0271187265009675,-0.025159012849756,0.000719206338619086,0.0326495708164614
0.0485149647152017,0.0581208682384099,-0.00575052494998442,-0.0416194304420692,-0.00406636915054901,0.0741115432451684
-0.0131550305757768,-0.0190721561970279,-0.0397277356447413,-0.0249922813452906,0.0501745973133698,0.019646166818892
-0.0379219944907609,-0.0690212924146985,-0.0207158420797669,-0.00119579409622598,0.0459764703716123,-0.0324686728302805
0.0308735773061338,0.0318260852729778,-0.0125581304203488,-0.0206257844465385,-0.00468888393847492,0.0712531706827895
0.0134379066659738,-0.0127623590529462,0.0165392157255658,0.0103716255143632,0.0648991485899193,0.0327280656150994
-0.00871433892440113,-0.00960399051457464,-0.0298462277614632,-0.0268036367275434,0.0530730648257733,0.0144660514860221
0.0501028345065768,0.000896088010201531,0.0591960215655697,0.0366589435202906,0.0715776706332729,0.0163945063483242
0.0144571173259448,-0.0094968176788969,-0.0354734661755928,-0.035730730307288,-0.0673607624088454,0.0855410011750967
0.0642616048247311,0.154668646130003,-0.000873923109327695,-0.062410847717326,-0.0543259436579678,0.0662483231410237
0.0252084933203947,0.0474191623814727,-0.0062797319111173,-0.012780395777494,0.066466833482647,0.0447351050288694
0.0196664564558922,0.0253609069121055,-0.00847994252944122,-0.0258281463311556,0.0184074182640012,0.0489989373897715
0.0289119691276505,0.00752990336000741,0.0253553403471836,0.00556950038170604,-0.0201365284871633,0.0273624191931845
0.0140003747334054,0.0308300680719354,-0.0109214182800996,-0.0179209394449631,-0.0169867299131492,0.0415368337286372
-0.0145198704226913,0.00827056901805999,-0.0594043207143554,-0.0168667937364115,-0.0204768546748736,0.11414332852864
0.0667459929855195,0.0126018062233319,0.0317169654413682,-0.0245704549305827,-0.0508473685745104,-0.00785035652477862
-0.0501065474126966,0.0176794359056455,-0.0735124795688861,-0.0459690224137795,0.0305454037462862,0.00795625504113581
-0.0271360537184374,-0.053666293511558,-0.0369925054744754,-0.00531466316408678,-0.0244046402317509,0.0334421932916491
-0.00489109441589511,-0.0116605072996492,-0.0442181280556432,-0.0320543290302728,-0.0298465887701228,0.0373113500344047
-0.0342536930827673,-0.0672570809130484,-0.0876119468887898,-0.0533814866606969,-0.0754548173683448,0.0360137063564506
0.0601598196427108,0.0350539428081808,0.0324304690662011,-0.00755523302724655,0.0185148642915564,0.0557974105620729
0.105902294641389,0.0983369670612206,0.0568006899722556,-0.011478318040852,-0.0336253117298663,0.0818691405529873
0.0326855650189622,0.045473164179181,-0.00511009579906688,-0.0245839122676839,0.0285901884530419,0.055240165568583
0.0202396050081345,-0.0165371253118419,-0.00825778516206652,-0.0134115427452578,-0.066672121376646,0.034455387683561
0.0679639068916918,0.0607954252646542,0.0334634400774648,-0.00062843198871184,-0.0264012971309718,0.0854513531130344
-0.0452018662380088,-0.0392750592925229,-0.0931747324709468,-0.0576615085318076,-0.0739807007544704,0.0668186064383417
-0.00122079638248402,0.00965802016917289,-0.0590695347427313,-0.06158658021481,-0.0721698320696484,0.0709103717913886
0.0922739937556432,0.152218257601088,0.000148365097654137,-0.0783501197009338,-0.0866311351344101,0.0972863455134151
-0.0215149043836938,0.0343803102595907,-0.067663681621992,-0.0555120885385219,-0.00921065997901086,0.0563471982492324
0.043258030272605,-0.0110071044394402,-0.00317655587134396,-0.0277022759195815,-0.0530292934258771,0.0396744360337531
-0.0517731814430721,-0.0560367919317536,-0.069196345644288,-0.0318522842865121,-0.0539491110770845,0.0446013011983138
0.0628993130502744,0.0378729808536323,0.0667870979074708,0.034982695365519,0.0223984110401237,0.0173731293246023
0.058965649115246,0.0327231405972067,0.0286960626715468,-0.00859761909811548,-0.0242626984227067,0.0588979182897774
-0.0126717262580626,-0.0544476154182126,-0.0263243852558979,-0.00231877970686881,-0.0298269047969467,0.0223099912194078
0.0172451299449097,-0.0301730875969378,0.00743282128145579,-0.00492370332213409,-0.00753363587112598,0.0241436460596732
0.0762235270327694,0.0432022928826254,0.0481154616160948,-0.00670316606922461,0.0205670660435636,0.0394783109537393
-0.0333943118811195,-0.0117862438863803,-0.045425101890444,-0.0188353526277568,0.051049262034004,0.0238316606086059
0.0148918869893382,-0.0337921217217391,-0.0245699419874592,-0.0335556363616109,-0.040393230681147,0.00335016175061751
0.0324820313284559,0.0161771302074442,0.00696693238701799,-0.00647958750408465,-0.0336052395298478,0.0208836318860987
0.0687762095112281,0.0518011001763675,0.0523736564672153,-0.0125273240117324,0.00272930991113021,0.000913551665176145
0.0274671684642399,0.00250674674870442,-0.0135217169101237,-0.0389992691809603,-0.0628985655846318,0.032066903707079
-0.0345708818398939,-0.0507912458522,0.00238280115667234,0.0247070045898223,0.072803934528446,-0.0472980053132979
0.101656647397203,0.0185629175708217,0.0971122671606871,0.0248911168388498,0.0273306367973915,-0.009804668537395
0.0442793598467971,0.0369261809683769,0.00512338415818867,-0.0228813545283833,-0.0181849909973288,0.0423851149482229
0.0177236011031288,0.0673318706075943,-0.00124807585502028,-0.0234908294045384,-0.0150499703578385,-0.000981359185378595
-0.00266105049354437,-0.0695278210096794,0.0232530709997681,0.0351577872057279,0.0130776120287038,-0.040676154097651
0.00989110279581025,-0.0084659700559495,0.0079216815283212,0.00632776233602213,0.0102320597401016,0.00386341315051356
-0.00891303542976606,0.046811685858407,-0.0687763646317565,-0.0577031824167085,-0.050795843394733,0.0793274453913913
0.0106127818833779,-0.00108593346857733,-0.00883408482829338,-0.0158881549642067,0.0315326502260634,0.0421209814185568
-0.020493400331267,-0.0547181351796466,-0.0312832003412921,-0.0114548755139373,-0.0552974551768542,0.0289962980561749
0.0210391492514292,-0.0256986646490152,0.0195747316584067,0.0134047429086064,5.87551366552098e-06,0.00482234193348188
-0.0464786341560622,-0.0169529049020145,-0.0437802501404786,-0.0161902538151965,0.00511469465561619,0.00365469712407118
0.0408810560243385,-0.0213678827534304,0.0558744599826254,0.0336865307135599,0.0438698540697442,-0.0270729510234312
-0.062051293203336,-0.0457158260887758,-0.0681536334295275,-0.0112104756129114,0.0501577033302044,0.0295155914943656
0.00961314210526737,0.0221103729961233,-0.0367609405791136,-0.04119490613619,-0.047763851208117,0.0886869058404982
-0.0315682841925493,-0.0759502076529869,-0.0190684788428672,0.0197476045245444,-0.00375564933399097,0.0132148246806951
-0.0124532091153337,0.0197361604766754,-0.0745808695104785,-0.0566119603323726,-0.0126585352223395,0.0830400926427552
-0.011325583381601,0.021008895240195,-0.0322650467980486,-0.0213931035394436,0.0496718352885297,0.0437308325215437
-0.0634346060067043,-0.0578736322999732,-0.07119272081753,0.000910218715851629,-0.00901209490520454,0.0704986863782591
-0.0209389160955706,0.0147142323756805,-0.0651766212606502,-0.0415812573968976,-0.0230491550345528,0.0653140807094982
-0.0544835305695649,-0.0840351035421389,0.0168842965582528,0.0639174664469563,0.128627585033064,-0.0332071764347319
-0.107073187824569,-0.102274675997364,-0.0768208953432717,0.0166144553239147,0.091647666575334,0.00785072134425818
-0.0721291911182315,-0.0832565747322641,-0.0191761718517828,0.0695783026893668,0.0731410008918218,0.0270528994144263
-0.024458564791681,-0.058177016468555,0.015162430132281,0.0319478388515142,0.090038767841524,-0.0608295026121115
0.0475722974247958,-0.00377452961369769,0.0779125404029063,0.0350634541083956,0.0837278792276907,-0.0222728196413246
-0.0143532270203692,-0.0411225517803683,-0.0164031978612583,-0.00928209788158289,0.0510867651621143,-0.0500681531451246
0.0240943258105865,0.0622474742284297,-0.0439549338464062,-0.0700739725867455,-0.0658467521511627,0.0525701211816883
0.0913092337828531,0.0416901202124351,0.0788759187182926,0.00912485658369926,0.0880240808695007,-0.0103349208744159
-0.0328102910348687,0.0457589048213112,-0.0846481572106284,-0.0659712289698838,-0.0309956465255392,0.0487354470055454
0.0179161370147168,0.0244906478423146,-0.0249269851534864,-0.0354088926033947,-0.00778768667282733,0.0725047743721591
0.0468915050742705,0.0805938040155882,-0.00718390472900663,-0.051996574617573,-0.018502642173229,0.0658995603285591
0.052262282846392,0.0379069869616373,0.0333470509637649,-0.00750808775281041,0.0434103527557487,0.0222058876389932
0.0758167396562037,0.0694910043740028,0.0547396538474088,-0.0142081187522508,-0.000249602831903306,0.00822340267077773
-0.0148769163713213,0.0944735772384168,-0.0668373545035389,-0.0735012839296139,0.00441016485310872,0.0317963699449991
0.027755379859091,0.00674424505066971,0.0232799819403794,0.00260101485605707,0.0759693064132119,-0.004091644501865
-0.0427814719914308,0.011943019332214,-0.0867343356189205,-0.0572532322213149,-0.0481488159723871,0.0481758004719868
0.0513837604818814,0.085956709965908,0.0161145391273248,-0.0299138391899939,-0.00854122158064417,0.0331974777624936
-0.0303169283892008,0.0203495668815936,-0.0790706066905204,-0.0604392750916942,-0.0211054537358044,0.0437355659851297
0.0290688348947722,0.0798828220128713,-0.0375094469368185,-0.0606141452912495,-0.0558924140632073,0.0528984751950053
-0.0481058887051225,-0.0694903025209355,-0.0735351700302665,-0.0192768565969531,-0.0305568641718499,0.0642986409255266
-0.0196411359032083,0.00570591452589629,-0.044349204575671,-0.019523117045452,-0.00840917466114405,0.0506258230360764
-0.0704274909483685,-0.0334396683292781,-0.0272635081624074,0.0291748530963164,0.0307732058467622,-0.000426561557428503
-0.0181005054820586,-0.0105385621809067,-0.0505547175144711,-0.0119075176687883,0.00925565119500461,0.0877871775993449
0.0499526790801976,0.000694183348042938,0.0366678073324967,0.0140493742250382,-0.00849070481018638,0.00489172163762109
0.0515038794946091,0.0164705677214724,0.0606195026081747,0.0200134019044036,0.0564817871574025,0.000966620702261045
-0.0186166872686417,-0.0232502850747757,-0.0413993621512716,-0.0243734908673294,-0.0103547818254515,0.0349921377306176
0.0322708323719582,0.0696747511182807,0.0065026246118688,-0.022957367665799,0.00696873785004141,0.0370934496301471
0.0807997626184857,0.0494053690037401,0.0863296038549718,0.0348192904908063,0.0450171563508072,0.00750820482130738
-0.000134422911514981,-0.0646027201764209,0.015071466733053,0.00634996287956746,0.00454313745635561,-0.0783193923492491
0.0158096116892059,-0.0256576173707598,0.00462753213555708,0.000346064474905235,0.0133115170700941,0.0217736801875643
0.0385592041512305,0.0732683718860252,-0.0264553470173594,-0.0612181591901251,-0.0678818244161362,0.0615035660148299
-0.040611592803684,-0.0633829134477763,-0.00516135177234146,0.0304365818105546,0.082447722264246,-0.0323179564398
-0.035541021129639,-0.0640701510383328,-0.0277861784098354,0.00356131400406863,-0.0370397707305962,0.0106568277558362
0.0174120422909264,0.0260710751109139,-0.0212980271557296,-0.035882237542062,0.0129246889544046,0.04354090009871
-0.0700137974791738,-0.0865495195045972,-0.096543444454453,-0.0246107913825923,-0.0738158936947254,0.0372915928157056
0.0272728436382641,0.025877840988823,-0.00283230271419305,-0.0130360795939736,-0.028620391447817,0.0764576586302576
0.0149054800223612,0.0166550941234261,-0.0318690408549828,-0.038586088915795,-0.0208971124416739,0.0360637689128543
-0.0413007184056621,0.0537414679779415,-0.097462851615515,-0.0625847017288596,-0.0545121318019152,0.0993579292982465
2.00641643536658e-06,0.0302178804286049,-0.0441384386669782,-0.0408251235657074,0.00669060046878528,0.06200321937036
0.0360060909869601,0.0854253208422392,-0.0331714964805262,-0.0516753899100072,0.0315663965809722,0.0769647805168754
0.22957677888994,0.13299452807146,0.170558549899016,0.00659280777683726,0.012521009450174,0.039266251528636
0.143893620023266,0.112751858995983,0.124604120718797,0.02249782482369,0.0196290930205161,0.0385712738610141
0.0186163149742254,0.0542682828008006,-0.0382065226322087,-0.0612562878845246,-0.0599501924010135,0.0345381647513531
0.024671530555963,-0.0299145262256144,0.0513799890525507,0.0384337554950489,0.0647507345830726,-0.048036898985775
0.103835059401403,0.0529625234510054,0.0708403531132188,0.0108204916396798,0.0019966516655696,0.0565432059296338
0.091660478308464,0.0490534514249683,0.0769271451288237,0.0212839345282023,0.0400892925404308,0.0108012373752369
0.231778096595059,0.187778234768994,0.149399923098805,-0.027088131121293,-0.0410540304006788,0.0827884951919637
0.081011899118325,0.102800660833255,0.0346493763388109,-0.0485332832329226,0.0139721115451774,0.0130689885719161
0.0842243151945706,0.0144932823642331,0.0541162291966058,-0.0148402185080629,-0.0270969491535865,-0.0138436618118374
-0.0870704253450041,-0.0745078784080157,-0.0887870206364423,-0.0149599352566246,0.031592933464577,0.0167587766598027
-0.110330034349683,-0.146434010573364,-0.0206284571301917,0.0869654936122602,0.0534542022628053,-0.0543133345629628
0.0526609654746039,0.0888740547449855,0.0450021591406485,-0.0172658680765971,0.0611766800552842,-0.00656216378091695
-0.0588805632539417,-0.0279195025970626,-0.0518221280397036,0.00740038723926933,-0.0245138690320154,0.0303932438852955
-0.00882675820488205,-0.0439753116876479,-0.0604484818481831,-0.0407796858012794,-0.0861412871603281,0.0552120004245951
-0.149034338709834,-0.146317504298807,0.0594027328009135,0.171053083429552,0.118895034573734,-0.156207918183097
-0.00841229798857667,-0.0560206829580596,-0.0355225331874784,-0.0194351020500443,-0.0621509154085893,0.0337653007075112
