0.40196,0.023173,0.058191
0.3643,0.018884,0.050817
0.26726,0.0039148,0.028261
0.34493,0.010706,0.041604
0.30543,0.0078769,0.035386
0.2801,0.0050333,0.030463
0.29791,0.0052109,0.032271
0.2766,0.0022343,0.0276
0.29778,0.0038613,0.031034
0.36936,0.019131,0.051509
0.2312,0.002386,0.02354
0.32143,0.012021,0.040626
0.43414,0.036764,0.073501
0.21592,0.0025025,0.022232
0.22891,0.0022471,0.023201
0.31747,0.0091382,0.037643
0.22043,0.00090834,0.021203
0.36722,0.02112,0.053117
0.32104,0.0050809,0.034291
0.30978,0.0063279,0.034381
0.2606,0.0038065,0.027547
0.41312,0.0302,0.065601
0.26704,0.0030513,0.027457
0.22567,0.0030707,0.02365
0.22257,0.0021429,0.022521
0.32356,0.0085278,0.037652
0.27614,0.0051017,0.030159
0.26019,0.0017946,0.025683
0.3052,0.0061049,0.033756
0.37142,0.021237,0.053611
0.25284,0.0067337,0.029487
0.26626,0.0074711,0.031396
0.31867,0.010647,0.039123
0.33099,0.012321,0.041782
0.24388,0.0016142,0.024012
0.25004,0.0045889,0.027281
0.26946,0.0020087,0.026734
0.24038,0.0071178,0.028682
0.28364,0.0040934,0.029937
0.24635,0.0021179,0.024697
0.29565,0.006651,0.033369
0.28963,0.0087435,0.034711
0.33158,0.0077564,0.037694
0.32849,0.0088223,0.038376
0.30644,0.014842,0.0418
0.24268,0.005565,0.027486
0.33649,0.013275,0.043155
0.26656,0.0093005,0.033084
0.27495,0.0053735,0.030296
0.45639,0.030739,0.070089
0.38146,0.017447,0.0511
0.3982,0.014807,0.050251
0.44031,0.028789,0.066833
0.41773,0.016959,0.05401
0.35915,0.011308,0.043465
0.37757,0.016933,0.050274
0.31744,0.0096119,0.038071
0.25391,0.010555,0.033053
0.34616,0.013444,0.044203
0.2501,0.0075925,0.030012
0.2998,0.011617,0.03826
0.34929,0.017939,0.048573
0.31771,0.0070682,0.035787
0.44561,0.029297,0.067785
0.33673,0.011026,0.041137
0.39098,0.017085,0.051652
0.38237,0.020854,0.054276
0.49004,0.049918,0.090607
0.37373,0.02005,0.052747
0.37909,0.020071,0.053262
0.36867,0.018195,0.050596
0.37767,0.016047,0.049479
0.32636,0.014429,0.043267
0.43785,0.025777,0.063873
0.3857,0.01685,0.05095
0.30221,0.012796,0.039552
0.32379,0.0099439,0.038958
0.31638,0.0077615,0.036293
0.30529,0.007072,0.034642
0.27773,0.0085822,0.033465
0.39937,0.016096,0.051529
0.40297,0.016181,0.051939
0.2915,0.011589,0.037466
0.42372,0.025906,0.062683
0.43379,0.029143,0.066552
0.40508,0.022865,0.0582
0.36495,0.019213,0.051176
0.37458,0.018006,0.050971
0.38904,0.021872,0.055817
0.33808,0.017247,0.046909
0.33446,0.019176,0.048323
0.28946,0.012349,0.037968
0.37463,0.023499,0.055961
0.38151,0.017788,0.051413
0.39455,0.023019,0.057367
0.45832,0.026887,0.066773
0.38484,0.02402,0.057378
0.38422,0.022862,0.056269
0.37836,0.022293,0.055211
0.25798,0.0036076,0.027124
0.3837,0.023053,0.056394
0.389,0.025187,0.058821
0.41007,0.022954,0.058742
0.44787,0.02415,0.063323
