0.22147,0.003209,0.029741
0.20757,0.0035276,0.028331
0.20655,0.0039373,0.028567
0.28818,0.0076887,0.041785
0.37258,0.009081,0.053268
0.22063,0.0041066,0.030427
0.30565,0.0054876,0.041975
0.28882,0.0053874,0.039841
0.351,0.00668,0.048535
0.3971,0.0072426,0.054633
0.42852,0.011008,0.06176
0.20482,0.0037498,0.028191
0.22508,0.004078,0.030942
0.44973,0.01355,0.066571
0.21364,0.0058768,0.031133
0.20426,0.0046304,0.028898
0.27307,0.0053442,0.037889
0.27261,0.0079467,0.040119
0.20768,0.0055614,0.030131
0.35488,0.0071226,0.049395
0.21233,0.0054502,0.030598
0.25828,0.0051139,0.035889
0.26557,0.0051264,0.036785
0.23091,0.0030554,0.030753
0.28818,0.0071273,0.041291
0.36393,0.0054163,0.048997
0.39837,0.0086778,0.056048
0.27491,0.0072998,0.039831
0.27543,0.0052338,0.038079
0.21587,0.0052141,0.030821
0.37596,0.013238,0.057329
0.28487,0.0082849,0.041907
0.22257,0.0045476,0.03105
0.29311,0.0072225,0.041974
0.33231,0.0093571,0.048615
0.37534,0.0087251,0.05329
0.34469,0.013012,0.05333
0.28481,0.0057012,0.03963
0.18559,0.0044868,0.026502
0.23937,0.0073193,0.035527
0.3151,0.0055524,0.043181
0.23687,0.0044083,0.032666
0.23108,0.0062322,0.033565
0.23708,0.0048948,0.033119
0.27032,0.0068803,0.038904
0.30248,0.0057095,0.041785
0.36373,0.010857,0.053752
0.41682,0.017372,0.065929
0.32957,0.0053853,0.044793
0.2744,0.0093407,0.041561
0.30309,0.0097786,0.045433
0.33126,0.0069904,0.046408
0.28607,0.007098,0.041009
0.22117,0.0054588,0.03168
0.34491,0.010349,0.051018
0.39333,0.010992,0.057469
0.4709,0.01666,0.071877
0.29214,0.0054073,0.040262
0.24125,0.0070439,0.035513
0.54593,0.033777,0.096034
0.25172,0.0057467,0.035647
0.29024,0.0051319,0.03979
0.31791,0.0057272,0.043675
0.4636,0.014755,0.069316
0.26032,0.0047861,0.035848
0.24417,0.0046354,0.033753
0.47865,0.016526,0.072701
0.25699,0.0063823,0.036846
0.38852,0.008967,0.055105
0.30214,0.006128,0.042111
0.62373,0.086311,0.15164
0.55257,0.039744,0.10208
0.24259,0.0074218,0.036008
0.23039,0.0053028,0.032664
0.30798,0.0068121,0.043421
0.27466,0.0080093,0.040423
0.39965,0.010245,0.05758
0.55023,0.053635,0.114
0.61047,0.076344,0.14127
0.47342,0.015897,0.071513
