x
0.803821952
0.778528985
0.831799144
0.857367774
-0.733807074
0.892901173
0.94110123
-0.800743849
0.94841178
0.762426788
0.868455706
0.918682185
0.93702321
0.943723028
0.815033218
0.854161535
0.940080968
0.873509495
0.954996717
0.908641899
0.921025698
0.78748673
0.770867626
0.937642913
0.933608228
0.841788235
0.778149059
0.770008388
0.825564588
0.873812249
0.876297974
0.772669248
0.809963923
0.892328369
0.926211756
0.971270144
0.967378308
0.894528046
0.895489996
0.991149168
0.939665913
0.968614029
0.971637167
0.806744196
0.945225126
0.956466848
0.962231312
0.869349255
0.980543753
0.771772031
0.811599609
0.91566834
0.95175232
0.978302753
0.983987207
0.933283268
0.893159141
0.935402097
0.949044681
0.96494792
0.893765229
0.986119617
0.862046488
0.782349419
0.867389824
0.959114442
0.861007421
0.982436444
0.911888398
0.971619432
0.963189539
0.925476739
0.961861387
0.951881766
0.881326359
0.961479097
0.966065003
0.98223282
0.977953752
0.908233272
0.955058752
0.981810027
0.944915536
0.976333867
0.942247593
0.957927815
0.89121396
0.976453895
0.941208311
0.830058141
0.839411329
0.889130188
0.838903824
0.794093413
0.93346188
0.950743604
0.946523611
0.825711288
0.916571425
0.965606869
0.852140506
0.870717642
0.972460624
0.924241279
0.963637563
0.945913289
0.84606046
0.859609917
0.890683693
0.915543608
0.975952155
0.943669994
0.89919682
0.903385299
0.949060322
0.969595125
0.906752802
0.267919926
0.336053859
0.773908777
0.057787281
0.569866241
-0.357629974
0.567858752
0.302883947
0.419934303
0.850107021
-0.077645742
0.791004829
0.627859966
0.141110395
0.061059778
0.642224135
0.289147832
-0.008974831
0.838730344
0.715130708
-0.037990965
0.122024085
0.743528734
-0.02161629
-0.131776809
0.880219368
0.809702942
0.961654892
0.099967997
0.606493917
0.714940498
0.860827135
0.460558483
0.329245896
-0.017602082
0.086005366
-0.604135631
0.767922262
0.726258954
0.579958403
0.846686009
0.421864073
-0.306755086
0.84072698
-0.257721744
0.950191252
-0.278401949
0.325543782
-0.500513655
0.902611505
0.71112305
0.925280534
0.658035777
0.001110798
0.30523403
0.559048088
0.232037609
-0.449656371
0.21525642
0.809400581
0.865078651
-0.167307687
0.359491984
0.442011993
0.727503509
-0.277470872
0.263322322
0.447001691
0.180121138
0.527185003
-0.532852728
0.898881145
-0.713315704
0.477957766
0.136697412
0.517203137
0.211810458
0.401924078
-0.133734443
0.037631967
-0.695260317
0.111840762
0.479531621
0.341531852
0.171080856
0.63731481
-0.155405925
0.84192015
0.669161502
-0.177863713
0.212204611
0.814175224
0.737624535
0.74373732
-0.653815204
0.236814309
0.562279265
0.073221568
0.694022932
0.866593589
-0.49653664
-0.61341385
0.383986302
-0.780729026
0.924329213
0.145860452
-0.546502833
-0.410906407
0.667135142
0.336474684
0.697152203
0.745251447
0.06855731
0.739158668
0.570945727
-0.751086291
0.644855291
0.248807322
0.09493796
0.799846552
0.655891099
-0.274666023
-0.02037931
0.286956386
-0.537404724
-0.179582276
0.039857624
0.712307024
0.958033396
0.078294511
-0.258201692
-0.536340906
-0.578306626
0.814112381
-0.685271341
0.619066879
-0.175530196
-0.812468588
-0.88015786
0.357389303
-0.634979353
0.646821838
-0.111754857
0.889955495
0.897075829
0.924275135
0.76192886
-0.539411745
0.172505703
0.368392504
0.035803337
-0.245902668
0.432428947
0.334760639
0.271742153
0.797313027
0.288924768
-0.746442071
0.50531806
-0.700574325
-0.018813053
0.020491125
0.395459956
0.075658456
0.709510831
0.710366738
-0.132752002
0.397617923
0.533788758
0.650494351
-0.080385958
-0.652579225
-0.545154594
0.021732449
0.861156335
-0.399854308
0.162188647
0.819240533
-0.232843487
-0.729897906
-0.401852099
0.188945494
-0.050373636
0.937490726
-0.726800426
