"","x"
"595",0.384696219
"596",0.357395737
"597",0.755758376
"598",0.383284624
"599",0.642646491
"600",0.496008345
"601",0.411559356
"602",0.306188249
"603",0.328607797
"604",0.397270131
"605",0.392956743
"606",0.566328398
"607",0.648273645
"608",0.413296785
"609",0.685420901
"610",0.45735132
"611",-0.361480469
"612",0.509196347
"613",0.75528198
"614",0.593598413
"615",-0.318571113
"616",0.441628444
"617",0.382242919
"618",0.444356243
"619",0.464083954
"620",0.736843482
"621",0.553968512
"622",0.424052644
"623",0.396894226
"624",0.870676285
"625",0.769999251
"626",0.316860318
"627",0.627005166
"628",0.494218666
"629",0.694004874
"630",0.653697016
"631",0.736426013
"632",0.428413953
"633",0.814240911
"634",0.824486097
"635",0.570061967
"636",0.31761688
"637",0.676553051
"638",0.38765617
"639",0.827739403
"640",0.481108702
"641",0.469797874
"642",0.434844303
"643",0.578038758
"644",0.380950262
"645",-0.325175642
"646",0.373999446
"647",0.513988576
"648",0.767424826
"649",0.342553285
"650",0.685461277
"651",0.721003273
"652",0.676999505
"653",0.45685105
"654",0.785286215
"655",0.798795023
"656",0.468606066
"657",0.52048611
"658",0.736766665
"659",0.334248946
"660",0.670816066
"661",0.436188236
"662",0.536851969
"663",0.71816812
"664",0.662209509
"665",0.499793619
"666",0.758908878
"667",0.42086072
"668",0.387073768
"669",0.391846163
"670",0.448293491
"671",0.404877891
"672",0.914471086
"673",0.827092622
"674",0.541463926
"675",0.398820083
"676",0.364100785
"677",0.598073485
"678",0.333358488
"679",0.397734248
"680",0.366326661
"681",0.686450913
"682",0.549149031
"683",0.377359219
"684",0.330104148
"685",0.443555404
"686",0.647954645
"687",0.44791335
"688",0.335510722
"689",0.68413791
"690",0.421904526
"691",0.641425462
"692",0.738965466
"693",0.604434927
"694",0.610709744
"695",0.529346244
"696",0.6726516
"697",0.804365335
"698",0.844867157
"699",0.688012574
"700",0.639734543
"701",-0.364957969
"702",0.721231432
"703",0.5377231
"704",0.487497657
"705",0.700403805
"706",0.38491597
"707",0.626248484
"708",0.819288131
"709",0.435964572
"710",0.544752841
"711",0.559090521
"712",0.601213074
"713",0.550534744
"714",0.434080756
"715",0.41790941
"716",0.730998046
"717",0.866423076
"718",0.702257993
"719",0.561484888
"720",0.674129356
"721",0.328942456
"722",0.573944369
"723",0.631192611
