"","V1","V2","V3"
"3383",0.25939,0.059282,0.1139
"3384",0.26133,0.052505,0.10951
"3385",0.28358,0.067492,0.12648
"3386",0.29741,0.083297,0.14174
"3387",0.29221,0.074881,0.1342
"3388",0.27226,0.065555,0.12198
"3389",0.29311,0.080138,0.13827
"3390",0.27624,0.068002,0.12484
"3391",0.26523,0.057588,0.11427
"3392",0.31488,0.098049,0.15724
"3393",0.27649,0.064746,0.12255
"3394",0.28351,0.072923,0.13041
"3395",0.22952,0.033771,0.087203
"3396",0.30055,0.084053,0.14315
"3397",0.29761,0.085315,0.14326
"3398",0.3244,0.10328,0.16364
"3399",0.29171,0.07681,0.13547
"3400",0.26506,0.056397,0.11336
"3401",0.30541,0.086785,0.14646
"3402",0.32052,0.099549,0.15987
"3403",0.3233,0.10434,0.16411
"3404",0.27366,0.059525,0.11798
"3405",0.31759,0.099604,0.15911
"3406",0.28757,0.071539,0.13051
"3407",0.3321,0.11059,0.17106
"3408",0.30255,0.086341,0.14536
"3409",0.27788,0.06326,0.12184
"3410",0.29081,0.075753,0.13446
"3411",0.31516,0.096175,0.15595
"3412",0.29644,0.083029,0.14128
"3413",0.3025,0.087062,0.14587
"3414",0.31546,0.096467,0.15625
"3415",0.31293,0.094965,0.15446
"3416",0.31032,0.09108,0.15093
"3417",0.2933,0.0789,0.13743
"3418",0.2656,0.05978,0.11596
"3419",0.33519,0.11403,0.1744
"3420",0.29853,0.079943,0.13961
"3421",0.33379,0.11164,0.17228
"3422",0.29031,0.079631,0.13714
"3423",0.30303,0.084689,0.14429
"3424",0.30656,0.08811,0.14774
"3425",0.32629,0.1061,0.1662
"3426",0.33303,0.11163,0.17206
"3427",0.29021,0.070622,0.13056
"3428",0.29859,0.077967,0.13819
"3429",0.356,0.13366,0.19436
"3430",0.29051,0.072611,0.13209
"3431",0.33007,0.10889,0.16927
"3432",0.29627,0.076703,0.13664
"3433",0.33999,0.11986,0.17995
"3434",0.29521,0.07791,0.13723
"3435",0.28769,0.071709,0.13066
"3436",0.30982,0.087116,0.14791
"3437",0.32945,0.10959,0.1696
"3438",0.31961,0.098394,0.15878
"3439",0.29145,0.075271,0.13428
"3440",0.31684,0.095866,0.15618
"3441",0.30986,0.090333,0.15026
"3442",0.33794,0.11555,0.17626
"3443",0.29057,0.0738,0.13297
"3444",0.31761,0.099777,0.15924
"3445",0.32381,0.10435,0.16426
"3446",0.33894,0.11591,0.17679
"3447",0.30828,0.087598,0.14784
"3448",0.31986,0.1,0.16002
"3449",0.29776,0.082648,0.14137
"3450",0.3272,0.10596,0.16635
"3451",0.3206,0.10073,0.16075
"3452",0.32439,0.10186,0.16261
"3453",0.3218,0.10345,0.16305
"3454",0.33523,0.1125,0.17329
"3455",0.30874,0.091743,0.15098
"3456",0.311,0.091529,0.15144
"3457",0.3111,0.090273,0.15055
"3458",0.29896,0.084978,0.14339
"3459",0.32421,0.10645,0.16589
"3460",0.3373,0.11511,0.17576
"3461",0.3357,0.11389,0.17444
"3462",0.34542,0.1235,0.18408
"3463",0.32194,0.10283,0.16264
"3464",0.31145,0.093161,0.15275
"3465",0.32129,0.10139,0.16142
"3466",0.3423,0.119,0.17995
"3467",0.30566,0.089385,0.14842
"3468",0.33961,0.11618,0.17717
"3469",0.32839,0.10615,0.16682
"3470",0.30781,0.087373,0.14755
"3471",0.33771,0.11501,0.1758
"3472",0.24466,0.067414,0.11995
"3473",0.25317,0.071589,0.12541
"3474",0.25868,0.077226,0.13101
"3475",0.25999,0.078217,0.13209
"3476",0.26317,0.080955,0.13496
"3477",0.30025,0.11624,0.17078
"3478",0.30152,0.11617,0.17111
"3479",0.29508,0.11238,0.16653
"3480",0.296,0.11197,0.16651
"3481",0.30137,0.11777,0.17218
"3482",0.31484,0.12873,0.18389
"3483",0.32057,0.13503,0.19002
"3484",0.26631,0.080782,0.13577
"3485",0.30125,0.11806,0.17236
"3486",0.31203,0.12657,0.18154
"3487",0.3001,0.11592,0.17051
"3488",0.28762,0.10336,0.15797
"3489",0.28868,0.10391,0.15867
"3490",0.276,0.090979,0.14582
"3491",0.29388,0.10953,0.16417
"3492",0.29577,0.11157,0.16616
"3493",0.2766,0.091974,0.14669
"3494",0.26498,0.084054,0.13768
"3495",0.30902,0.12292,0.17808
"3496",0.29007,0.10397,0.15913
"3497",0.30644,0.12095,0.17592
"3498",0.2897,0.10641,0.16074
"3499",0.30244,0.11707,0.17201
"3500",0.30703,0.12133,0.17637
"3501",0.28984,0.10474,0.1596
"3502",0.22333,0.047438,0.099571
"3503",0.28138,0.098525,0.15272
"3504",0.31558,0.12911,0.18437
"3505",0.23936,0.060647,0.11361
"3506",0.30301,0.11825,0.17301
"3507",0.28532,0.1006,0.15535
"3508",0.27482,0.086642,0.14242
"3509",0.28197,0.098016,0.15254
"3510",0.25447,0.074537,0.12787
"3511",0.30628,0.12093,0.17587
"3512",0.30066,0.11387,0.16923
"3513",0.29682,0.11107,0.16613
"3514",0.30352,0.11806,0.17302
"3515",0.29967,0.11253,0.16799
"3516",0.28717,0.10176,0.15671
"3517",0.30327,0.11791,0.17285
"3518",0.2815,0.096082,0.15104
"3519",0.31055,0.1236,0.17901
"3520",0.2737,0.091185,0.14528
"3521",0.30802,0.12116,0.17654
"3522",0.27129,0.085486,0.14056
"3523",0.31368,0.12647,0.18196
"3524",0.29622,0.10924,0.16466
"3525",0.30833,0.12151,0.17688
"3526",0.22822,0.020515,0.068295
"3527",0.242,0.027574,0.0769
"3528",0.2506,0.032382,0.082581
"3529",0.27359,0.053334,0.104
"3530",0.27231,0.044175,0.096655
"3531",0.28442,0.061214,0.11256
"3532",0.25633,0.046262,0.094587
"3533",0.29479,0.059067,0.11329
"3534",0.2593,0.037808,0.08876
"3535",0.2357,0.038566,0.083914
"3536",0.28268,0.059859,0.11112
"3537",0.26227,0.055866,0.10335
"3538",0.29965,0.065742,0.11955
"3539",0.33283,0.094504,0.14933
"3540",0.32257,0.080052,0.13584
"3541",0.28034,0.066052,0.11535
"3542",0.27271,0.042286,0.095291
"3543",0.33358,0.0903,0.14626
"3544",0.26141,0.056945,0.10398
"3545",0.25221,0.053218,0.098995
"3546",0.3061,0.072548,0.12627
"3547",0.31841,0.081578,0.13606
"3548",0.24268,0.04716,0.092137
"3549",0.33258,0.089173,0.14517
"3550",0.2398,0.047599,0.091812
"3551",0.29228,0.062442,0.11531
"3552",0.32153,0.084763,0.13923
"3553",0.34146,0.096728,0.15303
"3554",0.30801,0.067136,0.12255
"3555",0.34357,0.098704,0.15503
"3556",0.34838,0.10343,0.15978
"3557",0.27671,0.060857,0.11051
"3558",0.31772,0.085837,0.13918
"3559",0.31855,0.081399,0.13595
"3560",0.3222,0.083171,0.13816
"3561",0.33653,0.0941,0.14987
"3562",0.28929,0.0702,0.1206
"3563",0.34622,0.10321,0.15911
"3564",0.34632,0.10071,0.15721
"3565",0.34605,0.10093,0.15732
"3566",0.35019,0.10462,0.16111
"3567",0.34116,0.0976,0.15363
"3568",0.19063,0.036546,0.086462
"3569",0.20592,0.049732,0.10033
"3570",0.21473,0.057669,0.10855
"3571",0.23468,0.077511,0.12843
"3572",0.19232,0.038967,0.088646
"3573",0.25581,0.093751,0.14625
"3574",0.24655,0.086357,0.13825
"3575",0.22702,0.069537,0.12056
"3576",0.23963,0.080343,0.13195
"3577",0.23323,0.075257,0.12643
"3578",0.22531,0.064697,0.11673
"3579",0.25428,0.091517,0.14425
"3580",0.25122,0.089238,0.14172
"3581",0.20037,0.043024,0.093997
"3582",0.27211,0.10937,0.16209
"3583",0.23408,0.07146,0.12414
"3584",0.25739,0.095527,0.14796
"3585",0.23065,0.068926,0.12132
"3586",0.2637,0.10117,0.15382
"3587",0.27256,0.10992,0.16261
"3588",0.2371,0.077155,0.12897
"3589",0.22774,0.065455,0.11803
"3590",0.27144,0.10832,0.16116
"3591",0.27858,0.11457,0.1677
"3592",0.28268,0.11836,0.17159
"3593",0.25343,0.089188,0.1424
"3594",0.22922,0.068447,0.12053
"3595",0.27442,0.11044,0.16356
"3596",0.22601,0.064246,0.11665
"3597",0.291,0.12605,0.17949
"3598",0.2924,0.1282,0.1814
"3599",0.25481,0.092907,0.14536
"3600",0.24231,0.079274,0.13209
"3601",0.24454,0.083674,0.13579
"3602",0.26759,0.10398,0.15698
"3603",0.28089,0.11647,0.16973
"3604",0.28735,0.12312,0.17632
"3605",0.25845,0.096302,0.14883
"3606",0.28403,0.11975,0.17297
"3607",0.26594,0.10284,0.15567
"3608",0.23784,0.076244,0.12859
"3609",0.27016,0.10685,0.15975
"3610",0.2823,0.11775,0.17106
"3611",0.22329,0.060909,0.11351
"3612",0.2507,0.087929,0.14066
"3613",0.24226,0.07773,0.13103
"3614",0.28629,0.12132,0.17476
"3615",0.27113,0.10738,0.16043
"3616",0.21962,0.059222,0.11119
"3617",0.1955,0.039121,0.089781
"3618",0.28326,0.11849,0.17187
"3619",0.26517,0.10083,0.15407
"3620",0.27974,0.11546,0.16868
"3621",0.28308,0.11867,0.17193
"3622",0.29145,0.12627,0.17978
"3623",0.29356,0.12799,0.18163
"3624",0.30119,0.13574,0.18934
"3625",0.28499,0.11927,0.17296
"3626",0.28606,0.12152,0.17482
"3627",0.28836,0.12301,0.17658
"3628",0.29887,0.13348,0.18706
"3629",0.30142,0.13576,0.18943
"3630",0.31196,0.14603,0.19979
"3631",0.28313,0.11868,0.17196
"3632",0.30388,0.13821,0.19188
"3633",0.26931,0.10514,0.15832
"3634",0.29478,0.12937,0.18296
"3635",0.28901,0.12454,0.17782
"3636",0.30012,0.13441,0.18809
"3637",0.28377,0.1191,0.17245
"3638",0.29461,0.12915,0.18275
"3639",0.29348,0.12787,0.18152
"3640",0.28873,0.1228,0.17656
"3641",0.2977,0.13209,0.18574
"3642",0.25559,0.093511,0.14602
"3643",0.29446,0.12944,0.1829
"3644",0.28632,0.12206,0.17528
"3645",0.2691,0.10493,0.15811
"3646",0.29716,0.13175,0.18533
"3647",0.28382,0.11915,0.17249
"3648",0.27836,0.11338,0.16683
"3649",0.29379,0.12836,0.18196
"3650",0.28193,0.11675,0.17027
"3651",0.29987,0.13399,0.18772
"3652",0.2967,0.1313,0.18489
"3653",0.27454,0.10934,0.16286
"3654",0.29826,0.13274,0.18636
"3655",0.30654,0.14053,0.19431
"3656",0.30269,0.13682,0.19055
"3657",0.28738,0.12181,0.17545
"3658",0.28884,0.12377,0.17725
"3659",0.25879,0.09471,0.14787
"3660",0.27907,0.11381,0.16734
"3661",0.27431,0.11009,0.16329
"3662",0.29847,0.13267,0.18638
"3663",0.26805,0.10487,0.15774
"3664",0.28788,0.12266,0.17619
"3665",0.30122,0.1357,0.18933
"3666",0.29268,0.12705,0.18071
"3667",0.28177,0.11672,0.17019
"3668",0.25415,0.088472,0.14214
"3669",0.29612,0.13054,0.18418
"3670",0.29516,0.12976,0.18334
"3671",0.27818,0.11338,0.16677
"3672",0.27181,0.10797,0.16105
"3673",0.25959,0.093941,0.1476
"3674",0.25608,0.094558,0.14688
"3675",0.26002,0.095939,0.1491
"3676",0.27243,0.10831,0.16148
"3677",0.29351,0.12798,0.18161
"3678",0.29918,0.1334,0.18711
"3679",0.31105,0.14517,0.19891
"3680",0.2881,0.12291,0.17642
"3681",0.29966,0.13419,0.18779
"3682",0.27945,0.11406,0.16764
"3683",0.30101,0.13544,0.18908
"3684",0.28591,0.1205,0.17409
"3685",0.29712,0.13162,0.18524
"3686",0.28717,0.12228,0.1757
"3687",0.27308,0.10739,0.16107
"3688",0.27826,0.11318,0.16666
"3689",0.29804,0.13212,0.18587
"3690",0.29474,0.1292,0.18283
"3691",0.29509,0.12952,0.18316
"3692",0.2608,0.095698,0.14918
"3693",0.27433,0.10957,0.16295
"3694",0.28318,0.11753,0.17119
"3695",0.29836,0.13264,0.18633
"3696",0.25472,0.090358,0.1436
"3697",0.29316,0.12789,0.18143
"3698",0.28449,0.11874,0.17244
"3699",0.29794,0.13198,0.18574
"3700",0.30032,0.13448,0.1882
"3701",0.28688,0.12177,0.17526
"3702",0.29872,0.13288,0.18661
"3703",0.27346,0.1081,0.16167
"3704",0.28624,0.12026,0.17403
"3705",0.25771,0.093302,0.14657
"3706",0.26857,0.10419,0.15744
"3707",0.2946,0.12862,0.18239
"3708",0.28547,0.12,0.1736
"3709",0.29325,0.12789,0.18146
"3710",0.26504,0.10209,0.15488
"3711",0.29081,0.12541,0.17899
"3712",0.31169,0.14548,0.19933
"3713",0.28019,0.11429,0.16803
"3714",0.31198,0.14597,0.19975
"3715",0.27041,0.10548,0.15891
"3716",0.28051,0.11577,0.16914
"3717",0.29727,0.13144,0.18517
"3718",0.29519,0.1296,0.18325
"3719",0.26608,0.10139,0.15474
"3720",0.29699,0.13155,0.18515
"3721",0.29561,0.13001,0.18366
"3722",0.27429,0.11015,0.16333
"3723",0.27382,0.10852,0.16207
"3724",0.29063,0.12468,0.17844
"3725",0.28865,0.12301,0.17667
"3726",0.29733,0.13177,0.1854
"3727",0.29029,0.12504,0.17858
"3728",0.28057,0.11556,0.16902
"3729",0.2838,0.11826,0.17189
"3730",0.24121,0.079557,0.13193
"3731",0.26961,0.10369,0.15744
"3732",0.30179,0.13585,0.18961
"3733",0.30001,0.134,0.18778
"3734",0.29299,0.12738,0.18103
"3735",0.31085,0.14468,0.19851
"3736",0.30279,0.13688,0.19063
"3737",0.28943,0.1244,0.17787
"3738",0.30518,0.13903,0.19286
"3739",0.29712,0.13133,0.18504
"3740",0.30273,0.13682,0.19057
"3741",0.2559,0.091287,0.14462
"3742",0.28897,0.12349,0.1771
"3743",0.2908,0.12538,0.17897
"3744",0.29234,0.12658,0.18028
"3745",0.28444,0.11956,0.17297
"3746",0.29907,0.13323,0.18696
"3747",0.30175,0.13555,0.18939
"3748",0.3044,0.13851,0.19225
"3749",0.30785,0.14192,0.19567
"3750",0.29924,0.13336,0.1871
"3751",0.30022,0.13437,0.1881
"3752",0.2935,0.12768,0.1814
"3753",0.27761,0.11203,0.16567
"3754",0.28773,0.12227,0.17587
"3755",0.27531,0.1099,0.16348
"3756",0.27346,0.10876,0.16212
"3757",0.30568,0.13991,0.19361
"3758",0.31869,0.15272,0.20649
"3759",0.27905,0.11372,0.16728
"3760",0.29636,0.1303,0.1841
"3761",0.29355,0.12794,0.18159
"3762",0.28995,0.12408,0.17782
"3763",0.28013,0.11487,0.16841
"3764",0.30749,0.14133,0.19516
"3765",0.3033,0.13716,0.19098
"3766",0.27508,0.10991,0.16342
"3767",0.29048,0.12471,0.17841
"3768",0.29651,0.13058,0.18433
"3769",0.26855,0.10277,0.15648
"3770",0.29482,0.12883,0.1826
"3771",0.30706,0.1413,0.195
"3772",0.28995,0.12402,0.17777
"3773",0.29832,0.13193,0.18583
"3774",0.2806,0.11544,0.16894
"3775",0.2984,0.13259,0.18631
"3776",0.2989,0.13297,0.18672
"3777",0.2944,0.12864,0.18234
"3778",0.29649,0.13099,0.1846
"3779",0.29324,0.12758,0.18125
"3780",0.2469,0.084453,0.13708
"3781",0.27752,0.11186,0.16553
"3782",0.29586,0.13016,0.18384
"3783",0.29434,0.12845,0.18219
"3784",0.27762,0.11255,0.16603
"3785",0.30273,0.1369,0.19062
"3786",0.29314,0.12723,0.18098
"3787",0.28496,0.11931,0.17297
"3788",0.29831,0.13235,0.18611
"3789",0.30598,0.13963,0.19353
"3790",0.2825,0.1171,0.17068
"3791",0.23371,0.069484,0.12269
"3792",0.2982,0.13221,0.18598
"3793",0.30637,0.14062,0.19432
"3794",0.28216,0.11661,0.17024
"3795",0.29896,0.13289,0.18669
"3796",0.2954,0.12929,0.1831
"3797",0.30595,0.13968,0.19354
"3798",0.29363,0.12777,0.1815
"3799",0.29674,0.13089,0.18462
"3800",0.28913,0.12317,0.17694
"3801",0.30161,0.13554,0.18934
"3802",0.25202,0.088161,0.14125
"3803",0.29895,0.13301,0.18677
"3804",0.27471,0.10906,0.16272
"3805",0.29877,0.13286,0.1866
"3806",0.30513,0.13926,0.19299
"3807",0.29851,0.13226,0.18612
"3808",0.28773,0.12192,0.17563
"3809",0.29032,0.12431,0.17809
"3810",0.27236,0.10682,0.16045
"3811",0.26333,0.097618,0.1513
"3812",0.22526,0.058491,0.11252
"3813",0.25944,0.047688,0.1112
"3814",0.25166,0.043165,0.1057
"3815",0.25907,0.048247,0.11148
"3816",0.28942,0.072984,0.1379
"3817",0.27233,0.059066,0.12303
"3818",0.27207,0.058597,0.12262
"3819",0.27757,0.062515,0.12701
"3820",0.24077,0.03157,0.094311
"3821",0.26621,0.05349,0.11729
"3822",0.28189,0.066072,0.1308
"3823",0.25457,0.04716,0.10937
"3824",0.28433,0.069696,0.13407
"3825",0.29922,0.084391,0.14882
"3826",0.29012,0.074556,0.13921
"3827",0.26416,0.050449,0.11454
"3828",0.31148,0.095873,0.16054
"3829",0.34461,0.1269,0.19219
"3830",0.30856,0.095295,0.15926
"3831",0.29877,0.088034,0.15124
"3832",0.2889,0.073053,0.13779
"3833",0.33231,0.11513,0.18027
"3834",0.26267,0.055344,0.11752
"3835",0.31613,0.098943,0.16408
"3836",0.29996,0.086694,0.15066
"3837",0.31158,0.093908,0.15919
"3838",0.27048,0.056657,0.12078
"3839",0.32287,0.10604,0.17107
"3840",0.29799,0.080452,0.1457
"3841",0.32177,0.1052,0.17015
"3842",0.31603,0.098726,0.1639
"3843",0.29451,0.084654,0.14759
"3844",0.28939,0.072272,0.13739
"3845",0.31179,0.09628,0.16091
"3846",0.33529,0.11781,0.18304
"3847",0.31011,0.092639,0.15786
"3848",0.31674,0.099918,0.16494
"3849",0.28062,0.066182,0.1305
"3850",0.33332,0.11563,0.18091
"3851",0.29555,0.078242,0.14341
"3852",0.31927,0.10518,0.16939
"3853",0.3342,0.11656,0.18183
"3854",0.29414,0.076521,0.14179
"3855",0.32248,0.10747,0.17195
"3856",0.28788,0.071099,0.13611
"3857",0.33075,0.11303,0.17833
"3858",0.34602,0.12829,0.19359
"3859",0.30964,0.095958,0.16004
"3860",0.31209,0.096204,0.16095
"3861",0.3481,0.13054,0.19579
"3862",0.34767,0.13037,0.19554
"3863",0.33572,0.1181,0.18337
"3864",0.32006,0.10248,0.16773
"3865",0.33539,0.11776,0.18303
"3866",0.32695,0.11102,0.17578
"3867",0.33244,0.11472,0.18002
"3868",0.33965,0.12229,0.18748
"3869",0.33546,0.11781,0.18309
"3870",0.29716,0.07954,0.14481
"3871",0.32621,0.10897,0.17413
"3872",0.34637,0.12835,0.19374
"3873",0.32808,0.11509,0.17896
"3874",0.34359,0.12761,0.19239
"3875",0.33269,0.11512,0.18037
"3876",0.33039,0.11266,0.17796
"3877",0.32346,0.10674,0.17174
"3878",0.30408,0.086776,0.15195
"3879",0.33171,0.11581,0.18056
"3880",0.32974,0.11173,0.17712
"3881",0.31479,0.10068,0.16489
"3882",0.34088,0.12289,0.18826
"3883",0.29325,0.076385,0.14143
"3884",0.3237,0.11407,0.17694
"3885",0.35651,0.1383,0.20375
"3886",0.35992,0.14162,0.20709
"3887",0.293,0.078061,0.14253
"3888",0.35785,0.1396,0.20505
"3889",0.35448,0.13632,0.20175
"3890",0.31224,0.095125,0.16024
"3891",0.35664,0.13864,0.20402
"3892",0.34388,0.12885,0.19334
"3893",0.3507,0.13243,0.19789
"3894",0.32814,0.11102,0.17614
"3895",0.33477,0.11743,0.18261
"3896",0.34166,0.12364,0.18902
"3897",0.26181,0.054123,0.11641
"3898",0.33263,0.11502,0.18028
"3899",0.32804,0.11028,0.17559
"3900",0.35653,0.13825,0.20371
"3901",0.33085,0.11385,0.17893
"3902",0.34075,0.12369,0.18879
"3903",0.32934,0.1194,0.18236
"3904",0.30921,0.092696,0.15763
"3905",0.35542,0.1374,0.20278
"3906",0.33656,0.11892,0.18419
"3907",0.29942,0.082438,0.14751
"3908",0.32935,0.11128,0.17668
"3909",0.32787,0.11762,0.18067
"3910",0.33426,0.11654,0.18184
"3911",0.35031,0.13211,0.19755
"3912",0.34368,0.12569,0.19107
"3913",0.32976,0.11505,0.17945
"3914",0.32697,0.10967,0.17484
"3915",0.35004,0.13186,0.1973
"3916",0.33153,0.11579,0.18049
"3917",0.30957,0.098206,0.1616
"3918",0.33261,0.11559,0.18067
"3919",0.30709,0.093544,0.15759
"3920",0.32224,0.10652,0.17122
"3921",0.29387,0.08469,0.14743
"3922",0.3517,0.13356,0.19898
"3923",0.29154,0.082155,0.14495
"3924",0.35019,0.13225,0.19762
"3925",0.35851,0.14095,0.2062
"3926",0.31817,0.10055,0.16582
"3927",0.35502,0.13689,0.20231
"3928",0.32479,0.10735,0.17256
"3929",0.34189,0.12375,0.18917
"3930",0.3821,0.16369,0.22919
"3931",0.34394,0.12601,0.19137
"3932",0.2941,0.076227,0.14157
"3933",0.30731,0.089469,0.1548
"3934",0.35445,0.13648,0.20185
"3935",0.35073,0.1325,0.19795
"3936",0.30527,0.088724,0.15367
"3937",0.31208,0.095609,0.16053
"3938",0.34671,0.12947,0.19462
"3939",0.28805,0.07717,0.14042
"3940",0.35676,0.13867,0.20408
"3941",0.36293,0.14486,0.21026
"3942",0.35418,0.13619,0.20157
"3943",0.32043,0.10465,0.16937
"3944",0.33086,0.11848,0.18218
"3945",0.27383,0.069269,0.13062
"3946",0.34707,0.12985,0.19499
"3947",0.34274,0.12457,0.19
"3948",0.33745,0.12092,0.18586
"3949",0.32043,0.10381,0.16878
"3950",0.3685,0.15014,0.21563
"3951",0.36815,0.1498,0.21529
"3952",0.34914,0.13088,0.19634
"3953",0.35838,0.14034,0.20573
"3954",0.33002,0.11329,0.17829
"3955",0.34332,0.12522,0.19063
"3956",0.35769,0.13938,0.20485
"3957",0.30039,0.089119,0.15248
"3958",0.31142,0.096262,0.16079
"3959",0.33223,0.11808,0.1823
"3960",0.33084,0.1136,0.17875
"3961",0.3439,0.1259,0.19128
"3962",0.26382,0.067275,0.12622
"3963",0.30671,0.092871,0.157
"3964",0.33371,0.11556,0.18099
"3965",0.34896,0.13088,0.19628
"3966",0.34447,0.12795,0.19289
"3967",0.2621,0.068007,0.12622
"3968",0.34554,0.12717,0.19266
"3969",0.34801,0.13165,0.19654
"3970",0.35469,0.13636,0.20184
"3971",0.32451,0.10818,0.17306
"3972",0.36679,0.14851,0.21397
"3973",0.3243,0.1083,0.17308
"3974",0.33023,0.11302,0.17817
"3975",0.31038,0.096961,0.16097
"3976",0.3563,0.13805,0.2035
"3977",0.29085,0.087491,0.14848
"3978",0.27483,0.0585,0.12338
"3979",0.35085,0.13349,0.19868
"3980",0.36248,0.14466,0.20999
"3981",0.35064,0.13266,0.19804
"3982",0.3291,0.11262,0.17754
"3983",0.35128,0.13304,0.19849
"3984",0.34944,0.13184,0.1971
"3985",0.24753,0.066396,0.12072
"3986",0.27455,0.074113,0.13423
"3987",0.3364,0.11907,0.18425
"3988",0.36154,0.14318,0.20867
"3989",0.36116,0.14289,0.20835
"3990",0.33023,0.11401,0.17885
"3991",0.28665,0.081384,0.14295
"3992",0.31062,0.096163,0.16048
"3993",0.29753,0.08964,0.15199
"3994",0.27841,0.076059,0.13675
"3995",0.3627,0.14437,0.20985
"3996",0.26857,0.071255,0.13043
"3997",0.33086,0.1132,0.17848
"3998",0.34519,0.12765,0.19289
"3999",0.30641,0.09748,0.16014
"4000",0.3481,0.12982,0.19528
"4001",0.24461,0.056439,0.11287
"4002",0.30519,0.093097,0.15671
"4003",0.30193,0.088129,0.15225
"4004",0.29058,0.087516,0.14842
"4005",0.35427,0.1363,0.20167
"4006",0.29722,0.079813,0.14502
"4007",0.33076,0.11322,0.17846
"4008",0.35525,0.13693,0.2024
"4009",0.35509,0.13685,0.2023
"4010",0.2589,0.068375,0.12552
"4011",0.35598,0.13779,0.20323
"4012",0.33132,0.11339,0.17875
"4013",0.29417,0.084312,0.14725
"4014",0.31735,0.10311,0.16737
"4015",0.31182,0.096352,0.16097
"4016",0.32707,0.11041,0.17539
"4017",0.34225,0.12422,0.18961
"4018",0.354,0.13567,0.20115
"4019",0.32455,0.10777,0.17279
"4020",0.35845,0.14025,0.20569
"4021",0.35239,0.13439,0.19977
"4022",0.25615,0.065745,0.12285
"4023",0.28998,0.084409,0.14606
"4024",0.26763,0.073711,0.13187
"4025",0.3289,0.11509,0.17921
"4026",0.31338,0.09804,0.16262
"4027",0.27617,0.07765,0.13719
"4028",0.34012,0.12747,0.19125
"4029",0.35986,0.14184,0.20723
"4030",0.30826,0.094139,0.15836
"4031",0.33522,0.11689,0.18237
"4032",0.25031,0.062225,0.11863
"4033",0.32461,0.1076,0.17268
"4034",0.31658,0.10434,0.16799
"4035",0.33332,0.11718,0.182
"4036",0.31284,0.098204,0.16258
"4037",0.27722,0.076331,0.13658
"4038",0.35206,0.13379,0.19925
"4039",0.3358,0.12089,0.18534
"4040",0.32156,0.10464,0.1697
"4041",0.35037,0.13275,0.19802
"4042",0.25876,0.067557,0.1249
"4043",0.32319,0.10703,0.17186
"4044",0.31201,0.096184,0.16091
"4045",0.33137,0.11449,0.17954
"4046",0.35672,0.13844,0.2039
"4047",0.31508,0.098068,0.16315
"4048",0.2243,0.052971,0.10436
"4049",0.33002,0.11834,0.18183
"4050",0.30384,0.094035,0.15696
"4051",0.35443,0.13627,0.2017
"4052",0.30806,0.093206,0.15764
"4053",0.33239,0.11433,0.17973
"4054",0.30697,0.096369,0.15953
"4055",0.33781,0.11993,0.18528
"4056",0.33236,0.11566,0.18065
"4057",0.36162,0.14351,0.20893
"4058",0.35359,0.13545,0.20087
"4059",0.35104,0.13297,0.19837
"4060",0.28013,0.076481,0.13756
"4061",0.29804,0.087451,0.15061
"4062",0.31354,0.096364,0.1615
"4063",0.32355,0.10631,0.17147
"4064",0.30929,0.091842,0.15706
"4065",0.30243,0.084693,0.15
"4066",0.35621,0.13795,0.20341
"4067",0.31401,0.097762,0.16262
"4068",0.33793,0.12218,0.18688
"4069",0.37182,0.15363,0.21907
"4070",0.34876,0.13073,0.19612
"4071",0.31266,0.10107,0.16453
"4072",0.3272,0.11099,0.17583
"4073",0.29528,0.088883,0.15079
"4074",0.3137,0.098881,0.16331
"4075",0.298,0.09178,0.15363
"4076",0.27595,0.07522,0.13542
"4077",0.36749,0.14925,0.2147
"4078",0.33097,0.11329,0.17858
"4079",0.29179,0.084982,0.14701
"4080",0.29592,0.088683,0.15084
"4081",0.32288,0.10485,0.17024
"4082",0.30904,0.096807,0.16046
"4083",0.33992,0.1217,0.18715
"4084",0.29424,0.083924,0.147
"4085",0.32042,0.1106,0.17353
"4086",0.24879,0.062996,0.11872
"4087",0.27405,0.073678,0.13377
"4088",0.35891,0.14054,0.20604
"4089",0.33442,0.12115,0.18511
"4090",0.33295,0.11615,0.18117
"4091",0.26347,0.068459,0.12694
"4092",0.29397,0.087538,0.14945
"4093",0.34427,0.12588,0.19138
"4094",0.31759,0.10342,0.16765
"4095",0.311,0.099746,0.1631
"4096",0.33239,0.1147,0.17999
"4097",0.3033,0.088986,0.15326
"4098",0.34556,0.12739,0.19282
"4099",0.27204,0.077026,0.13551
"4100",0.33004,0.11286,0.178
"4101",0.33288,0.11513,0.18044
"4102",0.28926,0.082473,0.14449
"4103",0.31684,0.1027,0.16692
"4104",0.30363,0.092956,0.15614
"4105",0.29629,0.087949,0.15043
"4106",0.34822,0.13133,0.19638
"4107",0.36226,0.14394,0.20942
"4108",0.32733,0.11678,0.17993
"4109",0.23699,0.057105,0.11105
"4110",0.28191,0.081617,0.14169
"4111",0.29903,0.089287,0.15219
"4112",0.35798,0.13967,0.20514
"4113",0.28759,0.084693,0.14554
"4114",0.31342,0.10032,0.16423
"4115",0.29952,0.091887,0.15416
"4116",0.26134,0.069568,0.12708
"4117",0.23555,0.053897,0.10838
"4118",0.30319,0.09733,0.15907
"4119",0.26577,0.071514,0.12977
