0.3638,0.043219,0.11858
0.36165,0.045738,0.12
0.33372,0.030802,0.10201
0.37795,0.064807,0.13842
0.39825,0.076604,0.15221
0.37056,0.066664,0.1381
0.41158,0.084884,0.16168
0.37965,0.066264,0.13993
0.35169,0.061935,0.13005
0.43693,0.11008,0.18691
0.39647,0.075882,0.15124
0.3135,0.025952,0.093546
0.35215,0.061833,0.13008
0.40537,0.088442,0.16294
0.41094,0.08684,0.16303
0.30718,0.031471,0.096283
0.39917,0.080311,0.15527
0.40175,0.081813,0.15702
0.37181,0.065162,0.13725
0.29298,0.032199,0.093502
0.37532,0.063271,0.13662
0.40599,0.089396,0.16382
0.31936,0.045877,0.11017
0.23966,0.026671,0.076739
0.30613,0.038662,0.10154
0.38478,0.068405,0.14278
0.34602,0.054242,0.12283
0.30944,0.038052,0.10185
0.42171,0.09693,0.17328
0.32954,0.046348,0.11292
0.26785,0.026244,0.08304
0.31366,0.043909,0.10732
0.45079,0.1233,0.20028
0.26899,0.029855,0.086068
0.26891,0.027281,0.084083
0.37285,0.066534,0.13854
0.30445,0.039874,0.10207
0.3731,0.073495,0.14392
0.25626,0.024932,0.079312
0.31332,0.041174,0.10515
0.38026,0.070661,0.14344
0.42672,0.10155,0.17799
0.26889,0.028605,0.08509
0.22005,0.021731,0.068349
0.36668,0.068414,0.13853
0.4021,0.082311,0.15749
0.34536,0.049504,0.11905
0.39907,0.076646,0.15244
0.37223,0.060762,0.13398
0.41026,0.085773,0.16205
0.35665,0.053777,0.12497
0.3439,0.056472,0.12404
0.30728,0.036569,0.10021
0.30362,0.042409,0.10381
0.34273,0.049924,0.11875
0.40311,0.084389,0.15931
0.38575,0.059286,0.13603
0.35194,0.061883,0.13007
0.22894,0.019985,0.069105
0.30987,0.040242,0.10362
0.33879,0.052297,0.11964
0.27123,0.030827,0.087339
0.25512,0.026662,0.080366
0.2286,0.023317,0.071573
0.33198,0.04605,0.11326
0.2413,0.025658,0.07635
0.27613,0.032658,0.089892
0.34512,0.055653,0.1237
0.34162,0.051441,0.11966
0.36584,0.065962,0.13646
0.29868,0.035977,0.097732
0.27266,0.028913,0.086212
0.20488,0.019909,0.063391
0.24058,0.025661,0.076183
0.24542,0.022909,0.075216
0.41894,0.093157,0.16974
0.23577,0.025311,0.074784
0.29618,0.037857,0.098582
0.4413,0.1145,0.19132
0.31521,0.041506,0.10585
0.40819,0.083182,0.15958
0.28906,0.038814,0.097641
0.27465,0.030739,0.088075
0.38561,0.070219,0.14436
0.45911,0.13157,0.20857
0.29673,0.036653,0.09779
0.21864,0.02225,0.068416
0.32929,0.043254,0.11049
0.3095,0.03901,0.10259
0.33725,0.052171,0.11919
0.35375,0.063608,0.13181
0.3883,0.070899,0.14551
0.29702,0.03512,0.096687
0.26113,0.032847,0.086511
0.23577,0.024651,0.074278
0.28899,0.033743,0.093746
0.2427,0.025534,0.076585
0.27912,0.032112,0.090176
0.37358,0.06203,0.13527
0.41348,0.086043,0.16302
0.32746,0.043082,0.10993
0.28808,0.035811,0.095113
0.36031,0.057351,0.12857
0.27889,0.032056,0.09008
0.33035,0.043572,0.11099
0.37053,0.06157,0.1342
0.42079,0.094994,0.17158
0.23891,0.025305,0.075518
0.42134,0.098583,0.17446
0.47342,0.14549,0.22258
0.27518,0.032861,0.089823
0.24912,0.027222,0.079383
0.23656,0.025928,0.075441
0.24885,0.027112,0.079236
0.24573,0.026996,0.078414
0.25068,0.028022,0.080363
0.2363,0.02577,0.075259
0.34669,0.052598,0.12173
0.3772,0.070795,0.14282
0.26704,0.029984,0.08571
0.2457,0.026904,0.078336
0.39268,0.068941,0.14504
0.20191,0.020193,0.062909
0.20256,0.019985,0.062903
0.37639,0.061994,0.1359
0.22768,0.023368,0.071397
0.29077,0.034861,0.095018
0.36345,0.054865,0.1274
0.40725,0.083708,0.15976
0.3255,0.048167,0.11336
0.28493,0.035259,0.093951
0.33754,0.044551,0.11343
0.28331,0.033035,0.091868
0.2246,0.023188,0.070536
0.36587,0.05845,0.13072
0.43831,0.11099,0.18793
